stock,n_test,n_train,accuracy,method,time,ahead
MSFT,240,250,0.4791666666666667,RF,20,20
MSFT,240,250,0.49166666666666664,SVM,20,20
MSFT,240,250,0.5833333333333334,RG,20,20
MSFT,480,250,0.5291666666666667,KNN,3,1
MSFT,480,250,0.5270833333333333,NB,3,1
MSFT,480,250,0.5270833333333333,LDA,3,1
MSFT,480,250,0.5270833333333333,RF,3,1
MSFT,480,250,0.5291666666666667,SVM,3,1
MSFT,480,250,0.4979166666666667,RG,3,1
MSFT,480,250,0.50625,KNN,5,1
MSFT,480,250,0.46875,NB,5,1
MSFT,480,250,0.48125,LDA,5,1
MSFT,480,250,0.4583333333333333,RF,5,1
MSFT,480,250,0.5041666666666667,SVM,5,1
MSFT,480,250,0.48541666666666666,RG,5,1
MSFT,480,250,0.5166666666666667,KNN,10,1
MSFT,480,250,0.525,NB,10,1
MSFT,480,250,0.5,LDA,10,1
MSFT,480,250,0.49375,RF,10,1
MSFT,480,250,0.5104166666666666,SVM,10,1
MSFT,480,250,0.50625,RG,10,1
MSFT,480,250,0.53125,KNN,20,1
MSFT,480,250,0.5041666666666667,NB,20,1
MSFT,480,250,0.48541666666666666,LDA,20,1
MSFT,480,250,0.4625,RF,20,1
MSFT,480,250,0.4979166666666667,SVM,20,1
MSFT,480,250,0.5125,RG,20,1
MSFT,480,250,0.5,KNN,3,5
MSFT,480,250,0.50625,NB,3,5
MSFT,480,250,0.5041666666666667,LDA,3,5
MSFT,480,250,0.48541666666666666,RF,3,5
MSFT,480,250,0.5166666666666667,SVM,3,5
MSFT,480,250,0.5125,RG,3,5
MSFT,480,250,0.4895833333333333,KNN,5,5
MSFT,480,250,0.55,NB,5,5
MSFT,480,250,0.5041666666666667,LDA,5,5
MSFT,480,250,0.48333333333333334,RF,5,5
MSFT,480,250,0.5229166666666667,SVM,5,5
MSFT,480,250,0.5145833333333333,RG,5,5
MSFT,480,250,0.5541666666666667,KNN,10,5
MSFT,480,250,0.5625,NB,10,5
MSFT,480,250,0.5541666666666667,LDA,10,5
MSFT,480,250,0.48333333333333334,RF,10,5
MSFT,480,250,0.58125,SVM,10,5
MSFT,480,250,0.4708333333333333,RG,10,5
MSFT,480,250,0.5125,KNN,20,5
MSFT,480,250,0.5645833333333333,NB,20,5
MSFT,480,250,0.51875,LDA,20,5
MSFT,480,250,0.55,RF,20,5
MSFT,480,250,0.51875,SVM,20,5
MSFT,480,250,0.5083333333333333,RG,20,5
MSFT,480,250,0.5395833333333333,KNN,3,10
MSFT,480,250,0.53125,NB,3,10
MSFT,480,250,0.5125,LDA,3,10
MSFT,480,250,0.49166666666666664,RF,3,10
MSFT,480,250,0.5041666666666667,SVM,3,10
MSFT,480,250,0.4979166666666667,RG,3,10
MSFT,480,250,0.56875,KNN,5,10
MSFT,480,250,0.5666666666666667,NB,5,10
MSFT,480,250,0.5708333333333333,LDA,5,10
MSFT,480,250,0.5791666666666667,RF,5,10
MSFT,480,250,0.5854166666666667,SVM,5,10
MSFT,480,250,0.5104166666666666,RG,5,10
MSFT,480,250,0.5520833333333334,KNN,10,10
MSFT,480,250,0.43125,NB,10,10
MSFT,480,250,0.5125,LDA,10,10
MSFT,480,250,0.54375,RF,10,10
MSFT,480,250,0.5041666666666667,SVM,10,10
MSFT,480,250,0.51875,RG,10,10
MSFT,480,250,0.5645833333333333,KNN,20,10
MSFT,480,250,0.5479166666666667,NB,20,10
MSFT,480,250,0.4979166666666667,LDA,20,10
MSFT,480,250,0.5333333333333333,RF,20,10
MSFT,480,250,0.4895833333333333,SVM,20,10
MSFT,480,250,0.53125,RG,20,10
MSFT,480,250,0.48333333333333334,KNN,3,20
MSFT,480,250,0.5,NB,3,20
MSFT,480,250,0.49583333333333335,LDA,3,20
MSFT,480,250,0.5083333333333333,RF,3,20
MSFT,480,250,0.47291666666666665,SVM,3,20
MSFT,480,250,0.54375,RG,3,20
MSFT,480,250,0.5166666666666667,KNN,5,20
MSFT,480,250,0.48541666666666666,NB,5,20
MSFT,480,250,0.51875,LDA,5,20
MSFT,480,250,0.5166666666666667,RF,5,20
MSFT,480,250,0.46458333333333335,SVM,5,20
MSFT,480,250,0.4895833333333333,RG,5,20
MSFT,480,250,0.47291666666666665,KNN,10,20
MSFT,480,250,0.4666666666666667,NB,10,20
MSFT,480,250,0.47291666666666665,LDA,10,20
MSFT,480,250,0.46041666666666664,RF,10,20
MSFT,480,250,0.4708333333333333,SVM,10,20
MSFT,480,250,0.47708333333333336,RG,10,20
MSFT,480,250,0.5645833333333333,KNN,20,20
MSFT,480,250,0.5375,NB,20,20
MSFT,480,250,0.49375,LDA,20,20
MSFT,480,250,0.47291666666666665,RF,20,20
MSFT,480,250,0.5,SVM,20,20
MSFT,480,250,0.43333333333333335,RG,20,20
MSFT,960,250,0.5135416666666667,KNN,3,1
MSFT,960,250,0.5114583333333333,NB,3,1
MSFT,960,250,0.5083333333333333,LDA,3,1
MSFT,960,250,0.5,RF,3,1
MSFT,960,250,0.5052083333333334,SVM,3,1
MSFT,960,250,0.5020833333333333,RG,3,1
MSFT,960,250,0.5125,KNN,5,1
MSFT,960,250,0.5010416666666667,NB,5,1
MSFT,960,250,0.46770833333333334,LDA,5,1
MSFT,960,250,0.46041666666666664,RF,5,1
MSFT,960,250,0.46458333333333335,SVM,5,1
MSFT,960,250,0.5020833333333333,RG,5,1
MSFT,960,250,0.4895833333333333,KNN,10,1
MSFT,960,250,0.5041666666666667,NB,10,1
MSFT,960,250,0.48020833333333335,LDA,10,1
MSFT,960,250,0.5072916666666667,RF,10,1
MSFT,960,250,0.4822916666666667,SVM,10,1
MSFT,960,250,0.490625,RG,10,1
MSFT,960,250,0.496875,KNN,20,1
MSFT,960,250,0.49166666666666664,NB,20,1
MSFT,960,250,0.5083333333333333,LDA,20,1
MSFT,960,250,0.5145833333333333,RF,20,1
MSFT,960,250,0.51875,SVM,20,1
MSFT,960,250,0.5270833333333333,RG,20,1
MSFT,960,250,0.49583333333333335,KNN,3,5
MSFT,960,250,0.5,NB,3,5
MSFT,960,250,0.49166666666666664,LDA,3,5
MSFT,960,250,0.5020833333333333,RF,3,5
MSFT,960,250,0.48854166666666665,SVM,3,5
MSFT,960,250,0.48020833333333335,RG,3,5
MSFT,960,250,0.5520833333333334,KNN,5,5
MSFT,960,250,0.5614583333333333,NB,5,5
MSFT,960,250,0.5354166666666667,LDA,5,5
MSFT,960,250,0.5510416666666667,RF,5,5
MSFT,960,250,0.55,SVM,5,5
MSFT,960,250,0.48125,RG,5,5
MSFT,960,250,0.515625,KNN,10,5
MSFT,960,250,0.48854166666666665,NB,10,5
MSFT,960,250,0.5114583333333333,LDA,10,5
MSFT,960,250,0.4822916666666667,RF,10,5
MSFT,960,250,0.4947916666666667,SVM,10,5
MSFT,960,250,0.5239583333333333,RG,10,5
MSFT,960,250,0.515625,KNN,20,5
MSFT,960,250,0.4875,NB,20,5
MSFT,960,250,0.48333333333333334,LDA,20,5
MSFT,960,250,0.475,RF,20,5
MSFT,960,250,0.49375,SVM,20,5
MSFT,960,250,0.5197916666666667,RG,20,5
MSFT,960,250,0.48333333333333334,KNN,3,10
MSFT,960,250,0.484375,NB,3,10
MSFT,960,250,0.5052083333333334,LDA,3,10
MSFT,960,250,0.5104166666666666,RF,3,10
MSFT,960,250,0.5010416666666667,SVM,3,10
MSFT,960,250,0.521875,RG,3,10
MSFT,960,250,0.53125,KNN,5,10
MSFT,960,250,0.53125,NB,5,10
MSFT,960,250,0.5020833333333333,LDA,5,10
MSFT,960,250,0.5072916666666667,RF,5,10
MSFT,960,250,0.48333333333333334,SVM,5,10
MSFT,960,250,0.49270833333333336,RG,5,10
MSFT,960,250,0.4666666666666667,KNN,10,10
MSFT,960,250,0.4635416666666667,NB,10,10
MSFT,960,250,0.5020833333333333,LDA,10,10
MSFT,960,250,0.4947916666666667,RF,10,10
MSFT,960,250,0.5104166666666666,SVM,10,10
MSFT,960,250,0.5135416666666667,RG,10,10
MSFT,960,250,0.509375,KNN,20,10
MSFT,960,250,0.4864583333333333,NB,20,10
MSFT,960,250,0.490625,LDA,20,10
MSFT,960,250,0.465625,RF,20,10
MSFT,960,250,0.48020833333333335,SVM,20,10
MSFT,960,250,0.5083333333333333,RG,20,10
MSFT,960,250,0.49166666666666664,KNN,3,20
MSFT,960,250,0.4947916666666667,NB,3,20
MSFT,960,250,0.50625,LDA,3,20
MSFT,960,250,0.48854166666666665,RF,3,20
MSFT,960,250,0.496875,SVM,3,20
MSFT,960,250,0.5125,RG,3,20
MSFT,960,250,0.5052083333333334,KNN,5,20
MSFT,960,250,0.5114583333333333,NB,5,20
MSFT,960,250,0.4875,LDA,5,20
MSFT,960,250,0.490625,RF,5,20
MSFT,960,250,0.478125,SVM,5,20
MSFT,960,250,0.5447916666666667,RG,5,20
MSFT,960,250,0.484375,KNN,10,20
MSFT,960,250,0.5208333333333334,NB,10,20
MSFT,960,250,0.4947916666666667,LDA,10,20
MSFT,960,250,0.49375,RF,10,20
MSFT,960,250,0.5010416666666667,SVM,10,20
MSFT,960,250,0.4864583333333333,RG,10,20
MSFT,960,250,0.5041666666666667,KNN,20,20
MSFT,960,250,0.521875,NB,20,20
MSFT,960,250,0.49270833333333336,LDA,20,20
MSFT,960,250,0.496875,RF,20,20
MSFT,960,250,0.49166666666666664,SVM,20,20
MSFT,960,250,0.5041666666666667,RG,20,20
MSFT,1920,250,0.5239583333333333,KNN,3,1
MSFT,1920,250,0.509375,NB,3,1
MSFT,1920,250,0.5052083333333334,LDA,3,1
MSFT,1920,250,0.5072916666666667,RF,3,1
MSFT,1920,250,0.4984375,SVM,3,1
MSFT,1920,250,0.5046875,RG,3,1
MSFT,1920,250,0.48489583333333336,KNN,5,1
MSFT,1920,250,0.4895833333333333,NB,5,1
MSFT,1920,250,0.5177083333333333,LDA,5,1
MSFT,1920,250,0.49583333333333335,RF,5,1
MSFT,1920,250,0.5125,SVM,5,1
MSFT,1920,250,0.5078125,RG,5,1
MSFT,1920,250,0.48410630536737886,KNN,10,1
MSFT,1920,250,0.49609171443460137,NB,10,1
MSFT,1920,250,0.5117248566961959,LDA,10,1
MSFT,1920,250,0.5013027618551329,RF,10,1
MSFT,1920,250,0.508598228243877,SVM,10,1
MSFT,1920,250,0.5164147993746743,RG,10,1
MSFT,1920,250,0.4856696195935383,KNN,20,1
MSFT,1920,250,0.48723293381969773,NB,20,1
MSFT,1920,250,0.5023449713392392,LDA,20,1
MSFT,1920,250,0.49817613340281397,RF,20,1
MSFT,1920,250,0.5013027618551329,SVM,20,1
MSFT,1920,250,0.48827514330380406,RG,20,1
MSFT,1920,250,0.48854166666666665,KNN,3,5
MSFT,1920,250,0.5348958333333333,NB,3,5
MSFT,1920,250,0.5260416666666666,LDA,3,5
MSFT,1920,250,0.4953125,RF,3,5
MSFT,1920,250,0.528125,SVM,3,5
MSFT,1920,250,0.5026041666666666,RG,3,5
MSFT,1920,250,0.5369791666666667,KNN,5,5
MSFT,1920,250,0.5395833333333333,NB,5,5
MSFT,1920,250,0.5276041666666667,LDA,5,5
MSFT,1920,250,0.5296875,RF,5,5
MSFT,1920,250,0.5208333333333334,SVM,5,5
MSFT,1920,250,0.5088541666666667,RG,5,5
MSFT,1920,250,0.5247524752475248,KNN,10,5
MSFT,1920,250,0.5341323606044815,NB,10,5
MSFT,1920,250,0.5127670661803022,LDA,10,5
MSFT,1920,250,0.5179781136008338,RF,10,5
MSFT,1920,250,0.5278791036998437,SVM,10,5
MSFT,1920,250,0.5169359041167274,RG,10,5
MSFT,1920,250,0.5226680562793121,KNN,20,5
MSFT,1920,250,0.5336112558624283,NB,20,5
MSFT,1920,250,0.5211047420531527,LDA,20,5
MSFT,1920,250,0.5231891610213653,RF,20,5
MSFT,1920,250,0.5252735799895779,SVM,20,5
MSFT,1920,250,0.501823866597186,RG,20,5
MSFT,1920,250,0.5013027618551329,KNN,3,10
MSFT,1920,250,0.5039082855653987,NB,3,10
MSFT,1920,250,0.5164147993746743,LDA,3,10
MSFT,1920,250,0.477853048462741,RF,3,10
MSFT,1920,250,0.5164147993746743,SVM,3,10
MSFT,1920,250,0.5179781136008338,RG,3,10
MSFT,1920,250,0.5059927045336112,KNN,5,10
MSFT,1920,250,0.5127670661803022,NB,5,10
MSFT,1920,250,0.4924439812402293,LDA,5,10
MSFT,1920,250,0.47420531526836895,RF,5,10
MSFT,1920,250,0.48514851485148514,SVM,5,10
MSFT,1920,250,0.4799374674309536,RG,5,10
MSFT,1920,250,0.5140625,KNN,10,10
MSFT,1920,250,0.50625,NB,10,10
MSFT,1920,250,0.4875,LDA,10,10
MSFT,1920,250,0.5119791666666667,RF,10,10
MSFT,1920,250,0.5026041666666666,SVM,10,10
MSFT,1920,250,0.4921875,RG,10,10
MSFT,1920,250,0.4942708333333333,KNN,20,10
MSFT,1920,250,0.5125,NB,20,10
MSFT,1920,250,0.49166666666666664,LDA,20,10
MSFT,1920,250,0.5,RF,20,10
MSFT,1920,250,0.5057291666666667,SVM,20,10
MSFT,1920,250,0.48489583333333336,RG,20,10
MSFT,1920,250,0.49765502866076083,KNN,3,20
MSFT,1920,250,0.5101615424700364,NB,3,20
MSFT,1920,250,0.5195414278269932,LDA,3,20
MSFT,1920,250,0.4986972381448671,RF,3,20
MSFT,1920,250,0.5106826472120897,SVM,3,20
MSFT,1920,250,0.5013027618551329,RG,3,20
MSFT,1920,250,0.5466388744137571,KNN,5,20
MSFT,1920,250,0.5101615424700364,NB,5,20
MSFT,1920,250,0.5028660760812923,LDA,5,20
MSFT,1920,250,0.5044293903074518,RF,5,20
MSFT,1920,250,0.5007816571130798,SVM,5,20
MSFT,1920,250,0.5101615424700364,RG,5,20
MSFT,1920,250,0.5151041666666667,KNN,10,20
MSFT,1920,250,0.5109375,NB,10,20
MSFT,1920,250,0.5015625,LDA,10,20
MSFT,1920,250,0.5114583333333333,RF,10,20
MSFT,1920,250,0.5026041666666666,SVM,10,20
MSFT,1920,250,0.515625,RG,10,20
MSFT,1920,250,0.5286458333333334,KNN,20,20
MSFT,1920,250,0.5109375,NB,20,20
MSFT,1920,250,0.5177083333333333,LDA,20,20
MSFT,1920,250,0.5161458333333333,RF,20,20
MSFT,1920,250,0.5067708333333333,SVM,20,20
MSFT,1920,250,0.5171875,RG,20,20
AMZN,120,250,0.5416666666666666,KNN,3,1
AMZN,120,250,0.575,NB,3,1
AMZN,120,250,0.525,LDA,3,1
AMZN,120,250,0.4583333333333333,RF,3,1
AMZN,120,250,0.5083333333333333,SVM,3,1
AMZN,120,250,0.55,RG,3,1
AMZN,120,250,0.5416666666666666,KNN,5,1
AMZN,120,250,0.5416666666666666,NB,5,1
AMZN,120,250,0.5333333333333333,LDA,5,1
AMZN,120,250,0.5166666666666667,RF,5,1
AMZN,120,250,0.475,SVM,5,1
AMZN,120,250,0.4166666666666667,RG,5,1
AMZN,120,250,0.5166666666666667,KNN,10,1
AMZN,120,250,0.5583333333333333,NB,10,1
AMZN,120,250,0.575,LDA,10,1
AMZN,120,250,0.5833333333333334,RF,10,1
AMZN,120,250,0.5416666666666666,SVM,10,1
AMZN,120,250,0.48333333333333334,RG,10,1
AMZN,120,250,0.4666666666666667,KNN,20,1
AMZN,120,250,0.5333333333333333,NB,20,1
AMZN,120,250,0.5333333333333333,LDA,20,1
AMZN,120,250,0.5083333333333333,RF,20,1
AMZN,120,250,0.5083333333333333,SVM,20,1
AMZN,120,250,0.5083333333333333,RG,20,1
AMZN,120,250,0.6166666666666667,KNN,3,5
AMZN,120,250,0.6,NB,3,5
AMZN,120,250,0.5333333333333333,LDA,3,5
AMZN,120,250,0.5833333333333334,RF,3,5
AMZN,120,250,0.5666666666666667,SVM,3,5
AMZN,120,250,0.49166666666666664,RG,3,5
AMZN,120,250,0.5,KNN,5,5
AMZN,120,250,0.45,NB,5,5
AMZN,120,250,0.5916666666666667,LDA,5,5
AMZN,120,250,0.49166666666666664,RF,5,5
AMZN,120,250,0.525,SVM,5,5
AMZN,120,250,0.5083333333333333,RG,5,5
AMZN,120,250,0.5083333333333333,KNN,10,5
AMZN,120,250,0.5833333333333334,NB,10,5
AMZN,120,250,0.5416666666666666,LDA,10,5
AMZN,120,250,0.575,RF,10,5
AMZN,120,250,0.525,SVM,10,5
AMZN,120,250,0.5333333333333333,RG,10,5
AMZN,120,250,0.5833333333333334,KNN,20,5
AMZN,120,250,0.6083333333333333,NB,20,5
AMZN,120,250,0.575,LDA,20,5
AMZN,120,250,0.575,RF,20,5
AMZN,120,250,0.49166666666666664,SVM,20,5
AMZN,120,250,0.38333333333333336,RG,20,5
AMZN,120,250,0.5083333333333333,KNN,3,10
AMZN,120,250,0.425,NB,3,10
AMZN,120,250,0.5666666666666667,LDA,3,10
AMZN,120,250,0.525,RF,3,10
AMZN,120,250,0.48333333333333334,SVM,3,10
AMZN,120,250,0.5083333333333333,RG,3,10
AMZN,120,250,0.425,KNN,5,10
AMZN,120,250,0.4,NB,5,10
AMZN,120,250,0.5083333333333333,LDA,5,10
AMZN,120,250,0.48333333333333334,RF,5,10
AMZN,120,250,0.475,SVM,5,10
AMZN,120,250,0.45,RG,5,10
AMZN,120,250,0.4083333333333333,KNN,10,10
AMZN,120,250,0.38333333333333336,NB,10,10
AMZN,120,250,0.44166666666666665,LDA,10,10
AMZN,120,250,0.49166666666666664,RF,10,10
AMZN,120,250,0.48333333333333334,SVM,10,10
AMZN,120,250,0.525,RG,10,10
AMZN,120,250,0.31666666666666665,KNN,20,10
AMZN,120,250,0.2833333333333333,NB,20,10
AMZN,120,250,0.4583333333333333,LDA,20,10
AMZN,120,250,0.5416666666666666,RF,20,10
AMZN,120,250,0.5083333333333333,SVM,20,10
AMZN,120,250,0.4583333333333333,RG,20,10
AMZN,120,250,0.38333333333333336,KNN,3,20
AMZN,120,250,0.45,NB,3,20
AMZN,120,250,0.43333333333333335,LDA,3,20
AMZN,120,250,0.5,RF,3,20
AMZN,120,250,0.425,SVM,3,20
AMZN,120,250,0.4666666666666667,RG,3,20
AMZN,120,250,0.4083333333333333,KNN,5,20
AMZN,120,250,0.43333333333333335,NB,5,20
AMZN,120,250,0.425,LDA,5,20
AMZN,120,250,0.5,RF,5,20
AMZN,120,250,0.4,SVM,5,20
AMZN,120,250,0.5666666666666667,RG,5,20
AMZN,120,250,0.425,KNN,10,20
AMZN,120,250,0.35,NB,10,20
AMZN,120,250,0.38333333333333336,LDA,10,20
AMZN,120,250,0.44166666666666665,RF,10,20
AMZN,120,250,0.45,SVM,10,20
AMZN,120,250,0.5,RG,10,20
AMZN,120,250,0.48333333333333334,KNN,20,20
AMZN,120,250,0.75,NB,20,20
AMZN,120,250,0.5166666666666667,LDA,20,20
AMZN,120,250,0.625,RF,20,20
AMZN,120,250,0.5083333333333333,SVM,20,20
AMZN,120,250,0.5,RG,20,20
AMZN,240,250,0.43333333333333335,KNN,3,1
AMZN,240,250,0.4583333333333333,NB,3,1
AMZN,240,250,0.4583333333333333,LDA,3,1
AMZN,240,250,0.5041666666666667,RF,3,1
AMZN,240,250,0.4708333333333333,SVM,3,1
AMZN,240,250,0.5375,RG,3,1
AMZN,240,250,0.5208333333333334,KNN,5,1
AMZN,240,250,0.5166666666666667,NB,5,1
AMZN,240,250,0.5166666666666667,LDA,5,1
AMZN,240,250,0.5125,RF,5,1
AMZN,240,250,0.5125,SVM,5,1
AMZN,240,250,0.5375,RG,5,1
AMZN,240,250,0.5041666666666667,KNN,10,1
AMZN,240,250,0.5166666666666667,NB,10,1
AMZN,240,250,0.5583333333333333,LDA,10,1
AMZN,240,250,0.4875,RF,10,1
AMZN,240,250,0.5375,SVM,10,1
AMZN,240,250,0.5291666666666667,RG,10,1
AMZN,240,250,0.5125,KNN,20,1
AMZN,240,250,0.5083333333333333,NB,20,1
AMZN,240,250,0.48333333333333334,LDA,20,1
AMZN,240,250,0.49583333333333335,RF,20,1
AMZN,240,250,0.45416666666666666,SVM,20,1
AMZN,240,250,0.49583333333333335,RG,20,1
AMZN,240,250,0.55,KNN,3,5
AMZN,240,250,0.5416666666666666,NB,3,5
AMZN,240,250,0.5625,LDA,3,5
AMZN,240,250,0.5458333333333333,RF,3,5
AMZN,240,250,0.5875,SVM,3,5
AMZN,240,250,0.5125,RG,3,5
AMZN,240,250,0.5666666666666667,KNN,5,5
AMZN,240,250,0.5625,NB,5,5
AMZN,240,250,0.5166666666666667,LDA,5,5
AMZN,240,250,0.575,RF,5,5
AMZN,240,250,0.475,SVM,5,5
AMZN,240,250,0.4791666666666667,RG,5,5
AMZN,240,250,0.4583333333333333,KNN,10,5
AMZN,240,250,0.4625,NB,10,5
AMZN,240,250,0.5208333333333334,LDA,10,5
AMZN,240,250,0.5041666666666667,RF,10,5
AMZN,240,250,0.525,SVM,10,5
AMZN,240,250,0.5208333333333334,RG,10,5
AMZN,240,250,0.5,KNN,20,5
AMZN,240,250,0.5791666666666667,NB,20,5
AMZN,240,250,0.5375,LDA,20,5
AMZN,240,250,0.5708333333333333,RF,20,5
AMZN,240,250,0.5333333333333333,SVM,20,5
AMZN,240,250,0.5291666666666667,RG,20,5
AMZN,240,250,0.4166666666666667,KNN,3,10
AMZN,240,250,0.48333333333333334,NB,3,10
AMZN,240,250,0.5375,LDA,3,10
AMZN,240,250,0.5333333333333333,RF,3,10
AMZN,240,250,0.5416666666666666,SVM,3,10
AMZN,240,250,0.5458333333333333,RG,3,10
AMZN,240,250,0.5125,KNN,5,10
AMZN,240,250,0.48333333333333334,NB,5,10
AMZN,240,250,0.525,LDA,5,10
AMZN,240,250,0.5208333333333334,RF,5,10
AMZN,240,250,0.5166666666666667,SVM,5,10
AMZN,240,250,0.48333333333333334,RG,5,10
AMZN,240,250,0.5208333333333334,KNN,10,10
AMZN,240,250,0.48333333333333334,NB,10,10
AMZN,240,250,0.48333333333333334,LDA,10,10
AMZN,240,250,0.5208333333333334,RF,10,10
AMZN,240,250,0.5041666666666667,SVM,10,10
AMZN,240,250,0.5125,RG,10,10
AMZN,240,250,0.5208333333333334,KNN,20,10
AMZN,240,250,0.44583333333333336,NB,20,10
AMZN,240,250,0.5,LDA,20,10
AMZN,240,250,0.5083333333333333,RF,20,10
AMZN,240,250,0.4791666666666667,SVM,20,10
AMZN,240,250,0.5166666666666667,RG,20,10
AMZN,240,250,0.4875,KNN,3,20
AMZN,240,250,0.5958333333333333,NB,3,20
AMZN,240,250,0.5208333333333334,LDA,3,20
AMZN,240,250,0.4791666666666667,RF,3,20
AMZN,240,250,0.4791666666666667,SVM,3,20
AMZN,240,250,0.45416666666666666,RG,3,20
AMZN,240,250,0.4708333333333333,KNN,5,20
AMZN,240,250,0.4041666666666667,NB,5,20
AMZN,240,250,0.5125,LDA,5,20
AMZN,240,250,0.4583333333333333,RF,5,20
AMZN,240,250,0.5333333333333333,SVM,5,20
AMZN,240,250,0.5541666666666667,RG,5,20
AMZN,240,250,0.4166666666666667,KNN,10,20
AMZN,240,250,0.44166666666666665,NB,10,20
AMZN,240,250,0.4708333333333333,LDA,10,20
AMZN,240,250,0.44166666666666665,RF,10,20
AMZN,240,250,0.475,SVM,10,20
AMZN,240,250,0.5083333333333333,RG,10,20
AMZN,240,250,0.31666666666666665,KNN,20,20
AMZN,240,250,0.3333333333333333,NB,20,20
AMZN,240,250,0.475,LDA,20,20
AMZN,240,250,0.5041666666666667,RF,20,20
AMZN,240,250,0.5125,SVM,20,20
AMZN,240,250,0.45,RG,20,20
AMZN,480,250,0.4875,KNN,3,1
AMZN,480,250,0.525,NB,3,1
AMZN,480,250,0.5041666666666667,LDA,3,1
AMZN,480,250,0.48125,RF,3,1
AMZN,480,250,0.5083333333333333,SVM,3,1
AMZN,480,250,0.49583333333333335,RG,3,1
AMZN,480,250,0.5020833333333333,KNN,5,1
AMZN,480,250,0.48541666666666666,NB,5,1
AMZN,480,250,0.5041666666666667,LDA,5,1
AMZN,480,250,0.48125,RF,5,1
AMZN,480,250,0.5,SVM,5,1
AMZN,480,250,0.50625,RG,5,1
AMZN,480,250,0.4979166666666667,KNN,10,1
AMZN,480,250,0.49375,NB,10,1
AMZN,480,250,0.5041666666666667,LDA,10,1
AMZN,480,250,0.47708333333333336,RF,10,1
AMZN,480,250,0.49583333333333335,SVM,10,1
AMZN,480,250,0.5104166666666666,RG,10,1
AMZN,480,250,0.5020833333333333,KNN,20,1
AMZN,480,250,0.51875,NB,20,1
AMZN,480,250,0.4895833333333333,LDA,20,1
AMZN,480,250,0.48333333333333334,RF,20,1
AMZN,480,250,0.49583333333333335,SVM,20,1
AMZN,480,250,0.5208333333333334,RG,20,1
AMZN,480,250,0.5395833333333333,KNN,3,5
AMZN,480,250,0.47708333333333336,NB,3,5
AMZN,480,250,0.4666666666666667,LDA,3,5
AMZN,480,250,0.5333333333333333,RF,3,5
AMZN,480,250,0.48333333333333334,SVM,3,5
AMZN,480,250,0.5041666666666667,RG,3,5
AMZN,480,250,0.48333333333333334,KNN,5,5
AMZN,480,250,0.49166666666666664,NB,5,5
AMZN,480,250,0.5145833333333333,LDA,5,5
AMZN,480,250,0.5,RF,5,5
AMZN,480,250,0.51875,SVM,5,5
AMZN,480,250,0.47708333333333336,RG,5,5
AMZN,480,250,0.5104166666666666,KNN,10,5
AMZN,480,250,0.48333333333333334,NB,10,5
AMZN,480,250,0.48333333333333334,LDA,10,5
AMZN,480,250,0.48541666666666666,RF,10,5
AMZN,480,250,0.4708333333333333,SVM,10,5
AMZN,480,250,0.4875,RG,10,5
AMZN,480,250,0.45625,KNN,20,5
AMZN,480,250,0.525,NB,20,5
AMZN,480,250,0.5166666666666667,LDA,20,5
AMZN,480,250,0.5270833333333333,RF,20,5
AMZN,480,250,0.5083333333333333,SVM,20,5
AMZN,480,250,0.49583333333333335,RG,20,5
AMZN,480,250,0.4479166666666667,KNN,3,10
AMZN,480,250,0.5208333333333334,NB,3,10
AMZN,480,250,0.525,LDA,3,10
AMZN,480,250,0.5104166666666666,RF,3,10
AMZN,480,250,0.5458333333333333,SVM,3,10
AMZN,480,250,0.5208333333333334,RG,3,10
AMZN,480,250,0.51875,KNN,5,10
AMZN,480,250,0.5104166666666666,NB,5,10
AMZN,480,250,0.49166666666666664,LDA,5,10
AMZN,480,250,0.5104166666666666,RF,5,10
AMZN,480,250,0.49583333333333335,SVM,5,10
AMZN,480,250,0.49166666666666664,RG,5,10
AMZN,480,250,0.49375,KNN,10,10
AMZN,480,250,0.50625,NB,10,10
AMZN,480,250,0.4979166666666667,LDA,10,10
AMZN,480,250,0.5270833333333333,RF,10,10
AMZN,480,250,0.49166666666666664,SVM,10,10
AMZN,480,250,0.5583333333333333,RG,10,10
AMZN,480,250,0.44583333333333336,KNN,20,10
AMZN,480,250,0.4479166666666667,NB,20,10
AMZN,480,250,0.47708333333333336,LDA,20,10
AMZN,480,250,0.5208333333333334,RF,20,10
AMZN,480,250,0.48333333333333334,SVM,20,10
AMZN,480,250,0.45625,RG,20,10
AMZN,480,250,0.5416666666666666,KNN,3,20
AMZN,480,250,0.5125,NB,3,20
AMZN,480,250,0.5125,LDA,3,20
AMZN,480,250,0.5666666666666667,RF,3,20
AMZN,480,250,0.5333333333333333,SVM,3,20
AMZN,480,250,0.48333333333333334,RG,3,20
AMZN,480,250,0.44375,KNN,5,20
AMZN,480,250,0.43333333333333335,NB,5,20
AMZN,480,250,0.45625,LDA,5,20
AMZN,480,250,0.45,RF,5,20
AMZN,480,250,0.43333333333333335,SVM,5,20
AMZN,480,250,0.48333333333333334,RG,5,20
AMZN,480,250,0.42291666666666666,KNN,10,20
AMZN,480,250,0.5416666666666666,NB,10,20
AMZN,480,250,0.5020833333333333,LDA,10,20
AMZN,480,250,0.5458333333333333,RF,10,20
AMZN,480,250,0.50625,SVM,10,20
AMZN,480,250,0.51875,RG,10,20
