stock,n_test,n_train,accuracy,method,time,ahead
GOOG,120,250,0.5083333333333333,RG,20,20
GOOG,240,250,0.5416666666666666,KNN,3,1
GOOG,240,250,0.4791666666666667,NB,3,1
GOOG,240,250,0.48333333333333334,LDA,3,1
GOOG,240,250,0.5125,RF,3,1
GOOG,240,250,0.49583333333333335,SVM,3,1
GOOG,240,250,0.4625,RG,3,1
GOOG,240,250,0.49166666666666664,KNN,5,1
GOOG,240,250,0.4875,NB,5,1
GOOG,240,250,0.5041666666666667,LDA,5,1
GOOG,240,250,0.4583333333333333,RF,5,1
GOOG,240,250,0.5041666666666667,SVM,5,1
GOOG,240,250,0.475,RG,5,1
GOOG,240,250,0.48333333333333334,KNN,10,1
GOOG,240,250,0.5,NB,10,1
GOOG,240,250,0.49166666666666664,LDA,10,1
GOOG,240,250,0.48333333333333334,RF,10,1
GOOG,240,250,0.5125,SVM,10,1
GOOG,240,250,0.4583333333333333,RG,10,1
GOOG,240,250,0.5208333333333334,KNN,20,1
GOOG,240,250,0.475,NB,20,1
GOOG,240,250,0.4875,LDA,20,1
GOOG,240,250,0.4666666666666667,RF,20,1
GOOG,240,250,0.48333333333333334,SVM,20,1
GOOG,240,250,0.45,RG,20,1
GOOG,240,250,0.5416666666666666,KNN,3,5
GOOG,240,250,0.44583333333333336,NB,3,5
GOOG,240,250,0.4666666666666667,LDA,3,5
GOOG,240,250,0.4791666666666667,RF,3,5
GOOG,240,250,0.44166666666666665,SVM,3,5
GOOG,240,250,0.45,RG,3,5
GOOG,240,250,0.5708333333333333,KNN,5,5
GOOG,240,250,0.5333333333333333,NB,5,5
GOOG,240,250,0.48333333333333334,LDA,5,5
GOOG,240,250,0.5458333333333333,RF,5,5
GOOG,240,250,0.4791666666666667,SVM,5,5
GOOG,240,250,0.49583333333333335,RG,5,5
GOOG,240,250,0.4666666666666667,KNN,10,5
GOOG,240,250,0.475,NB,10,5
GOOG,240,250,0.475,LDA,10,5
GOOG,240,250,0.44583333333333336,RF,10,5
GOOG,240,250,0.49583333333333335,SVM,10,5
GOOG,240,250,0.5375,RG,10,5
GOOG,240,250,0.4791666666666667,KNN,20,5
GOOG,240,250,0.4666666666666667,NB,20,5
GOOG,240,250,0.5083333333333333,LDA,20,5
GOOG,240,250,0.4625,RF,20,5
GOOG,240,250,0.49583333333333335,SVM,20,5
GOOG,240,250,0.4875,RG,20,5
GOOG,240,250,0.4625,KNN,3,10
GOOG,240,250,0.475,NB,3,10
GOOG,240,250,0.5583333333333333,LDA,3,10
GOOG,240,250,0.5375,RF,3,10
GOOG,240,250,0.5833333333333334,SVM,3,10
GOOG,240,250,0.48333333333333334,RG,3,10
GOOG,240,250,0.45,KNN,5,10
GOOG,240,250,0.5,NB,5,10
GOOG,240,250,0.5375,LDA,5,10
GOOG,240,250,0.4791666666666667,RF,5,10
GOOG,240,250,0.4791666666666667,SVM,5,10
GOOG,240,250,0.5208333333333334,RG,5,10
GOOG,240,250,0.5625,KNN,10,10
GOOG,240,250,0.5208333333333334,NB,10,10
GOOG,240,250,0.4625,LDA,10,10
GOOG,240,250,0.5083333333333333,RF,10,10
GOOG,240,250,0.4708333333333333,SVM,10,10
GOOG,240,250,0.45416666666666666,RG,10,10
GOOG,240,250,0.45,KNN,20,10
GOOG,240,250,0.5125,NB,20,10
GOOG,240,250,0.5458333333333333,LDA,20,10
GOOG,240,250,0.5791666666666667,RF,20,10
GOOG,240,250,0.5208333333333334,SVM,20,10
GOOG,240,250,0.4166666666666667,RG,20,10
GOOG,240,250,0.4583333333333333,KNN,3,20
GOOG,240,250,0.4583333333333333,NB,3,20
GOOG,240,250,0.5166666666666667,LDA,3,20
GOOG,240,250,0.5375,RF,3,20
GOOG,240,250,0.475,SVM,3,20
GOOG,240,250,0.5125,RG,3,20
GOOG,240,250,0.4666666666666667,KNN,5,20
GOOG,240,250,0.4583333333333333,NB,5,20
GOOG,240,250,0.4666666666666667,LDA,5,20
GOOG,240,250,0.42916666666666664,RF,5,20
GOOG,240,250,0.45416666666666666,SVM,5,20
GOOG,240,250,0.5041666666666667,RG,5,20
GOOG,240,250,0.45,KNN,10,20
GOOG,240,250,0.45416666666666666,NB,10,20
GOOG,240,250,0.4791666666666667,LDA,10,20
GOOG,240,250,0.4708333333333333,RF,10,20
GOOG,240,250,0.5,SVM,10,20
GOOG,240,250,0.5291666666666667,RG,10,20
GOOG,240,250,0.5458333333333333,KNN,20,20
GOOG,240,250,0.5416666666666666,NB,20,20
GOOG,240,250,0.5083333333333333,LDA,20,20
GOOG,240,250,0.525,RF,20,20
GOOG,240,250,0.5583333333333333,SVM,20,20
GOOG,240,250,0.45,RG,20,20
GOOG,480,250,0.5270833333333333,KNN,3,1
GOOG,480,250,0.54375,NB,3,1
GOOG,480,250,0.5125,LDA,3,1
GOOG,480,250,0.5145833333333333,RF,3,1
GOOG,480,250,0.5166666666666667,SVM,3,1
GOOG,480,250,0.4895833333333333,RG,3,1
GOOG,480,250,0.5041666666666667,KNN,5,1
GOOG,480,250,0.5375,NB,5,1
GOOG,480,250,0.5083333333333333,LDA,5,1
GOOG,480,250,0.53125,RF,5,1
GOOG,480,250,0.5291666666666667,SVM,5,1
GOOG,480,250,0.5145833333333333,RG,5,1
GOOG,480,250,0.51875,KNN,10,1
GOOG,480,250,0.5479166666666667,NB,10,1
GOOG,480,250,0.5854166666666667,LDA,10,1
GOOG,480,250,0.49583333333333335,RF,10,1
GOOG,480,250,0.5541666666666667,SVM,10,1
GOOG,480,250,0.5083333333333333,RG,10,1
GOOG,480,250,0.5125,KNN,20,1
GOOG,480,250,0.49375,NB,20,1
GOOG,480,250,0.48125,LDA,20,1
GOOG,480,250,0.5125,RF,20,1
GOOG,480,250,0.5,SVM,20,1
GOOG,480,250,0.4979166666666667,RG,20,1
GOOG,480,250,0.5229166666666667,KNN,3,5
GOOG,480,250,0.4708333333333333,NB,3,5
GOOG,480,250,0.5104166666666666,LDA,3,5
GOOG,480,250,0.5333333333333333,RF,3,5
GOOG,480,250,0.5083333333333333,SVM,3,5
GOOG,480,250,0.49583333333333335,RG,3,5
GOOG,480,250,0.5270833333333333,KNN,5,5
GOOG,480,250,0.49166666666666664,NB,5,5
GOOG,480,250,0.5145833333333333,LDA,5,5
GOOG,480,250,0.5583333333333333,RF,5,5
GOOG,480,250,0.5395833333333333,SVM,5,5
GOOG,480,250,0.48333333333333334,RG,5,5
GOOG,480,250,0.4583333333333333,KNN,10,5
GOOG,480,250,0.45416666666666666,NB,10,5
GOOG,480,250,0.5,LDA,10,5
GOOG,480,250,0.50625,RF,10,5
GOOG,480,250,0.5145833333333333,SVM,10,5
GOOG,480,250,0.49583333333333335,RG,10,5
GOOG,480,250,0.46875,KNN,20,5
GOOG,480,250,0.46458333333333335,NB,20,5
GOOG,480,250,0.4479166666666667,LDA,20,5
GOOG,480,250,0.4708333333333333,RF,20,5
GOOG,480,250,0.48125,SVM,20,5
GOOG,480,250,0.4875,RG,20,5
GOOG,480,250,0.5375,KNN,3,10
GOOG,480,250,0.5229166666666667,NB,3,10
GOOG,480,250,0.5125,LDA,3,10
GOOG,480,250,0.49583333333333335,RF,3,10
GOOG,480,250,0.5166666666666667,SVM,3,10
GOOG,480,250,0.49166666666666664,RG,3,10
GOOG,480,250,0.4875,KNN,5,10
GOOG,480,250,0.49166666666666664,NB,5,10
GOOG,480,250,0.50625,LDA,5,10
GOOG,480,250,0.50625,RF,5,10
GOOG,480,250,0.49375,SVM,5,10
GOOG,480,250,0.50625,RG,5,10
GOOG,480,250,0.4895833333333333,KNN,10,10
GOOG,480,250,0.45208333333333334,NB,10,10
GOOG,480,250,0.5083333333333333,LDA,10,10
GOOG,480,250,0.5,RF,10,10
GOOG,480,250,0.5083333333333333,SVM,10,10
GOOG,480,250,0.5041666666666667,RG,10,10
GOOG,480,250,0.5125,KNN,20,10
GOOG,480,250,0.45208333333333334,NB,20,10
GOOG,480,250,0.525,LDA,20,10
GOOG,480,250,0.43125,RF,20,10
GOOG,480,250,0.48541666666666666,SVM,20,10
GOOG,480,250,0.4666666666666667,RG,20,10
GOOG,480,250,0.5416666666666666,KNN,3,20
GOOG,480,250,0.5020833333333333,NB,3,20
GOOG,480,250,0.5041666666666667,LDA,3,20
GOOG,480,250,0.5166666666666667,RF,3,20
GOOG,480,250,0.5125,SVM,3,20
GOOG,480,250,0.49166666666666664,RG,3,20
GOOG,480,250,0.49375,KNN,5,20
GOOG,480,250,0.47708333333333336,NB,5,20
GOOG,480,250,0.45416666666666666,LDA,5,20
GOOG,480,250,0.48333333333333334,RF,5,20
GOOG,480,250,0.47291666666666665,SVM,5,20
GOOG,480,250,0.5166666666666667,RG,5,20
GOOG,480,250,0.4375,KNN,10,20
GOOG,480,250,0.4375,NB,10,20
GOOG,480,250,0.475,LDA,10,20
GOOG,480,250,0.48333333333333334,RF,10,20
GOOG,480,250,0.5,SVM,10,20
GOOG,480,250,0.5125,RG,10,20
GOOG,480,250,0.4791666666666667,KNN,20,20
GOOG,480,250,0.5375,NB,20,20
GOOG,480,250,0.5,LDA,20,20
GOOG,480,250,0.4979166666666667,RF,20,20
GOOG,480,250,0.4708333333333333,SVM,20,20
GOOG,480,250,0.475,RG,20,20
GOOG,960,250,0.5125,KNN,3,1
GOOG,960,250,0.5125,NB,3,1
GOOG,960,250,0.5052083333333334,LDA,3,1
GOOG,960,250,0.48854166666666665,RF,3,1
GOOG,960,250,0.5,SVM,3,1
GOOG,960,250,0.5020833333333333,RG,3,1
GOOG,960,250,0.515625,KNN,5,1
GOOG,960,250,0.5104166666666666,NB,5,1
GOOG,960,250,0.5072916666666667,LDA,5,1
GOOG,960,250,0.5052083333333334,RF,5,1
GOOG,960,250,0.5114583333333333,SVM,5,1
GOOG,960,250,0.50625,RG,5,1
GOOG,960,250,0.4895833333333333,KNN,10,1
GOOG,960,250,0.4979166666666667,NB,10,1
GOOG,960,250,0.490625,LDA,10,1
GOOG,960,250,0.49270833333333336,RF,10,1
GOOG,960,250,0.484375,SVM,10,1
GOOG,960,250,0.4895833333333333,RG,10,1
GOOG,960,250,0.496875,KNN,20,1
GOOG,960,250,0.4864583333333333,NB,20,1
GOOG,960,250,0.48854166666666665,LDA,20,1
GOOG,960,250,0.49895833333333334,RF,20,1
GOOG,960,250,0.49583333333333335,SVM,20,1
GOOG,960,250,0.5083333333333333,RG,20,1
GOOG,960,250,0.5375,KNN,3,5
GOOG,960,250,0.5,NB,3,5
GOOG,960,250,0.48541666666666666,LDA,3,5
GOOG,960,250,0.5135416666666667,RF,3,5
GOOG,960,250,0.48333333333333334,SVM,3,5
GOOG,960,250,0.4583333333333333,RG,3,5
GOOG,960,250,0.5375,KNN,5,5
GOOG,960,250,0.5322916666666667,NB,5,5
GOOG,960,250,0.5208333333333334,LDA,5,5
GOOG,960,250,0.50625,RF,5,5
GOOG,960,250,0.5197916666666667,SVM,5,5
GOOG,960,250,0.490625,RG,5,5
GOOG,960,250,0.4354166666666667,KNN,10,5
GOOG,960,250,0.434375,NB,10,5
GOOG,960,250,0.459375,LDA,10,5
GOOG,960,250,0.4822916666666667,RF,10,5
GOOG,960,250,0.4552083333333333,SVM,10,5
GOOG,960,250,0.49166666666666664,RG,10,5
GOOG,960,250,0.45416666666666666,KNN,20,5
GOOG,960,250,0.46041666666666664,NB,20,5
GOOG,960,250,0.4635416666666667,LDA,20,5
GOOG,960,250,0.465625,RF,20,5
GOOG,960,250,0.478125,SVM,20,5
GOOG,960,250,0.55,RG,20,5
GOOG,960,250,0.5083333333333333,KNN,3,10
GOOG,960,250,0.540625,NB,3,10
GOOG,960,250,0.5125,LDA,3,10
GOOG,960,250,0.47708333333333336,RF,3,10
GOOG,960,250,0.5052083333333334,SVM,3,10
GOOG,960,250,0.5104166666666666,RG,3,10
GOOG,960,250,0.48541666666666666,KNN,5,10
GOOG,960,250,0.4583333333333333,NB,5,10
GOOG,960,250,0.5072916666666667,LDA,5,10
GOOG,960,250,0.5197916666666667,RF,5,10
GOOG,960,250,0.521875,SVM,5,10
GOOG,960,250,0.4875,RG,5,10
GOOG,960,250,0.4875,KNN,10,10
GOOG,960,250,0.5229166666666667,NB,10,10
GOOG,960,250,0.5125,LDA,10,10
GOOG,960,250,0.5072916666666667,RF,10,10
GOOG,960,250,0.503125,SVM,10,10
GOOG,960,250,0.4875,RG,10,10
GOOG,960,250,0.46875,KNN,20,10
GOOG,960,250,0.46770833333333334,NB,20,10
GOOG,960,250,0.525,LDA,20,10
GOOG,960,250,0.46770833333333334,RF,20,10
GOOG,960,250,0.5020833333333333,SVM,20,10
GOOG,960,250,0.49375,RG,20,10
GOOG,960,250,0.521875,KNN,3,20
GOOG,960,250,0.5104166666666666,NB,3,20
GOOG,960,250,0.5208333333333334,LDA,3,20
GOOG,960,250,0.5291666666666667,RF,3,20
GOOG,960,250,0.515625,SVM,3,20
GOOG,960,250,0.5,RG,3,20
GOOG,960,250,0.47708333333333336,KNN,5,20
GOOG,960,250,0.4739583333333333,NB,5,20
GOOG,960,250,0.4947916666666667,LDA,5,20
GOOG,960,250,0.5197916666666667,RF,5,20
GOOG,960,250,0.4979166666666667,SVM,5,20
GOOG,960,250,0.5010416666666667,RG,5,20
GOOG,960,250,0.515625,KNN,10,20
GOOG,960,250,0.5177083333333333,NB,10,20
GOOG,960,250,0.5010416666666667,LDA,10,20
GOOG,960,250,0.49270833333333336,RF,10,20
GOOG,960,250,0.5041666666666667,SVM,10,20
GOOG,960,250,0.5072916666666667,RG,10,20
GOOG,960,250,0.4583333333333333,KNN,20,20
GOOG,960,250,0.45416666666666666,NB,20,20
GOOG,960,250,0.46875,LDA,20,20
GOOG,960,250,0.471875,RF,20,20
GOOG,960,250,0.48125,SVM,20,20
GOOG,960,250,0.5208333333333334,RG,20,20
GOOG,1920,250,0.49583333333333335,KNN,3,1
GOOG,1920,250,0.5072916666666667,NB,3,1
GOOG,1920,250,0.4890625,LDA,3,1
GOOG,1920,250,0.4947916666666667,RF,3,1
GOOG,1920,250,0.49322916666666666,SVM,3,1
GOOG,1920,250,0.49270833333333336,RG,3,1
GOOG,1920,250,0.4973958333333333,KNN,5,1
GOOG,1920,250,0.5125,NB,5,1
GOOG,1920,250,0.4875,LDA,5,1
GOOG,1920,250,0.5083333333333333,RF,5,1
GOOG,1920,250,0.48385416666666664,SVM,5,1
GOOG,1920,250,0.5145833333333333,RG,5,1
GOOG,1920,250,0.5054715997915581,KNN,10,1
GOOG,1920,250,0.5054715997915581,NB,10,1
GOOG,1920,250,0.504950495049505,LDA,10,1
GOOG,1920,250,0.5101615424700364,RF,10,1
GOOG,1920,250,0.5138092756644086,SVM,10,1
GOOG,1920,250,0.504950495049505,RG,10,1
GOOG,1920,250,0.47837415320479415,KNN,20,1
GOOG,1920,250,0.5013027618551329,NB,20,1
GOOG,1920,250,0.4893173527879104,LDA,20,1
GOOG,1920,250,0.4820218863991662,RF,20,1
GOOG,1920,250,0.48827514330380406,SVM,20,1
GOOG,1920,250,0.48306409588327254,RG,20,1
GOOG,1920,250,0.5255208333333333,KNN,3,5
GOOG,1920,250,0.48854166666666665,NB,3,5
GOOG,1920,250,0.4713541666666667,LDA,3,5
GOOG,1920,250,0.49375,RF,3,5
GOOG,1920,250,0.4817708333333333,SVM,3,5
GOOG,1920,250,0.50625,RG,3,5
GOOG,1920,250,0.5098958333333333,KNN,5,5
GOOG,1920,250,0.509375,NB,5,5
GOOG,1920,250,0.521875,LDA,5,5
GOOG,1920,250,0.5223958333333333,RF,5,5
GOOG,1920,250,0.5213541666666667,SVM,5,5
GOOG,1920,250,0.49270833333333336,RG,5,5
GOOG,1920,250,0.4679520583637311,KNN,10,5
GOOG,1920,250,0.49296508598228245,NB,10,5
GOOG,1920,250,0.5033871808233454,LDA,10,5
GOOG,1920,250,0.5054715997915581,RF,10,5
GOOG,1920,250,0.49765502866076083,SVM,10,5
GOOG,1920,250,0.5138092756644086,RG,10,5
GOOG,1920,250,0.5164147993746743,KNN,20,5
GOOG,1920,250,0.49973944762897343,NB,20,5
GOOG,1920,250,0.5007816571130798,LDA,20,5
GOOG,1920,250,0.49088066701406985,RF,20,5
GOOG,1920,250,0.48827514330380406,SVM,20,5
GOOG,1920,250,0.49713392391870764,RG,20,5
GOOG,1920,250,0.5059927045336112,KNN,3,10
GOOG,1920,250,0.508598228243877,NB,3,10
GOOG,1920,250,0.4955706096925482,LDA,3,10
GOOG,1920,250,0.5007816571130798,RF,3,10
GOOG,1920,250,0.501823866597186,SVM,3,10
GOOG,1920,250,0.5138092756644086,RG,3,10
GOOG,1920,250,0.477853048462741,KNN,5,10
GOOG,1920,250,0.4877540385617509,NB,5,10
GOOG,1920,250,0.4898384575299635,LDA,5,10
GOOG,1920,250,0.5075560187597707,RF,5,10
GOOG,1920,250,0.49035956227201666,SVM,5,10
GOOG,1920,250,0.4919228764981761,RG,5,10
GOOG,1920,250,0.5135416666666667,KNN,10,10
GOOG,1920,250,0.5046875,NB,10,10
GOOG,1920,250,0.49270833333333336,LDA,10,10
GOOG,1920,250,0.5083333333333333,RF,10,10
GOOG,1920,250,0.48541666666666666,SVM,10,10
GOOG,1920,250,0.5026041666666666,RG,10,10
GOOG,1920,250,0.5223958333333333,KNN,20,10
GOOG,1920,250,0.5098958333333333,NB,20,10
GOOG,1920,250,0.5041666666666667,LDA,20,10
GOOG,1920,250,0.5135416666666667,RF,20,10
GOOG,1920,250,0.490625,SVM,20,10
GOOG,1920,250,0.475,RG,20,10
GOOG,1920,250,0.4955706096925482,KNN,3,20
GOOG,1920,250,0.4986972381448671,NB,3,20
GOOG,1920,250,0.47628973423658155,LDA,3,20
GOOG,1920,250,0.508598228243877,RF,3,20
GOOG,1920,250,0.5007816571130798,SVM,3,20
GOOG,1920,250,0.5143303804064617,RG,3,20
GOOG,1920,250,0.5127670661803022,KNN,5,20
GOOG,1920,250,0.48723293381969773,NB,5,20
GOOG,1920,250,0.5065138092756644,LDA,5,20
GOOG,1920,250,0.5080771235018239,RF,5,20
GOOG,1920,250,0.5091193329859302,SVM,5,20
GOOG,1920,250,0.4867118290776446,RG,5,20
GOOG,1920,250,0.5,KNN,10,20
GOOG,1920,250,0.5005208333333333,NB,10,20
GOOG,1920,250,0.4869791666666667,LDA,10,20
GOOG,1920,250,0.48802083333333335,RF,10,20
GOOG,1920,250,0.4942708333333333,SVM,10,20
GOOG,1920,250,0.4947916666666667,RG,10,20
GOOG,1920,250,0.49270833333333336,KNN,20,20
GOOG,1920,250,0.4864583333333333,NB,20,20
GOOG,1920,250,0.49114583333333334,LDA,20,20
GOOG,1920,250,0.49270833333333336,RF,20,20
GOOG,1920,250,0.4942708333333333,SVM,20,20
GOOG,1920,250,0.5041666666666667,RG,20,20
MSFT,120,250,0.5333333333333333,KNN,3,1
MSFT,120,250,0.6166666666666667,NB,3,1
MSFT,120,250,0.525,LDA,3,1
MSFT,120,250,0.5083333333333333,RF,3,1
MSFT,120,250,0.525,SVM,3,1
MSFT,120,250,0.525,RG,3,1
MSFT,120,250,0.6166666666666667,KNN,5,1
MSFT,120,250,0.5916666666666667,NB,5,1
MSFT,120,250,0.5,LDA,5,1
MSFT,120,250,0.525,RF,5,1
MSFT,120,250,0.5583333333333333,SVM,5,1
MSFT,120,250,0.49166666666666664,RG,5,1
MSFT,120,250,0.5416666666666666,KNN,10,1
MSFT,120,250,0.55,NB,10,1
MSFT,120,250,0.4583333333333333,LDA,10,1
MSFT,120,250,0.48333333333333334,RF,10,1
MSFT,120,250,0.44166666666666665,SVM,10,1
MSFT,120,250,0.4583333333333333,RG,10,1
MSFT,120,250,0.55,KNN,20,1
MSFT,120,250,0.55,NB,20,1
MSFT,120,250,0.5,LDA,20,1
MSFT,120,250,0.5416666666666666,RF,20,1
MSFT,120,250,0.5166666666666667,SVM,20,1
MSFT,120,250,0.4583333333333333,RG,20,1
MSFT,120,250,0.48333333333333334,KNN,3,5
MSFT,120,250,0.48333333333333334,NB,3,5
MSFT,120,250,0.475,LDA,3,5
MSFT,120,250,0.5,RF,3,5
MSFT,120,250,0.425,SVM,3,5
MSFT,120,250,0.475,RG,3,5
MSFT,120,250,0.5083333333333333,KNN,5,5
MSFT,120,250,0.5083333333333333,NB,5,5
MSFT,120,250,0.5416666666666666,LDA,5,5
MSFT,120,250,0.55,RF,5,5
MSFT,120,250,0.5333333333333333,SVM,5,5
MSFT,120,250,0.5083333333333333,RG,5,5
MSFT,120,250,0.4583333333333333,KNN,10,5
MSFT,120,250,0.45,NB,10,5
MSFT,120,250,0.475,LDA,10,5
MSFT,120,250,0.39166666666666666,RF,10,5
MSFT,120,250,0.45,SVM,10,5
MSFT,120,250,0.5083333333333333,RG,10,5
MSFT,120,250,0.5166666666666667,KNN,20,5
MSFT,120,250,0.5,NB,20,5
MSFT,120,250,0.5083333333333333,LDA,20,5
MSFT,120,250,0.5083333333333333,RF,20,5
MSFT,120,250,0.5333333333333333,SVM,20,5
MSFT,120,250,0.475,RG,20,5
MSFT,120,250,0.4666666666666667,KNN,3,10
MSFT,120,250,0.5166666666666667,NB,3,10
MSFT,120,250,0.475,LDA,3,10
MSFT,120,250,0.5666666666666667,RF,3,10
MSFT,120,250,0.4583333333333333,SVM,3,10
MSFT,120,250,0.5416666666666666,RG,3,10
MSFT,120,250,0.425,KNN,5,10
MSFT,120,250,0.43333333333333335,NB,5,10
MSFT,120,250,0.48333333333333334,LDA,5,10
MSFT,120,250,0.5083333333333333,RF,5,10
MSFT,120,250,0.48333333333333334,SVM,5,10
MSFT,120,250,0.48333333333333334,RG,5,10
MSFT,120,250,0.44166666666666665,KNN,10,10
MSFT,120,250,0.5083333333333333,NB,10,10
MSFT,120,250,0.4666666666666667,LDA,10,10
MSFT,120,250,0.49166666666666664,RF,10,10
MSFT,120,250,0.43333333333333335,SVM,10,10
MSFT,120,250,0.4666666666666667,RG,10,10
MSFT,120,250,0.5583333333333333,KNN,20,10
MSFT,120,250,0.5916666666666667,NB,20,10
MSFT,120,250,0.4666666666666667,LDA,20,10
MSFT,120,250,0.575,RF,20,10
MSFT,120,250,0.4666666666666667,SVM,20,10
MSFT,120,250,0.48333333333333334,RG,20,10
MSFT,120,250,0.475,KNN,3,20
MSFT,120,250,0.43333333333333335,NB,3,20
MSFT,120,250,0.49166666666666664,LDA,3,20
MSFT,120,250,0.4666666666666667,RF,3,20
MSFT,120,250,0.5416666666666666,SVM,3,20
MSFT,120,250,0.5166666666666667,RG,3,20
MSFT,120,250,0.4083333333333333,KNN,5,20
MSFT,120,250,0.4166666666666667,NB,5,20
MSFT,120,250,0.44166666666666665,LDA,5,20
MSFT,120,250,0.5666666666666667,RF,5,20
MSFT,120,250,0.43333333333333335,SVM,5,20
MSFT,120,250,0.49166666666666664,RG,5,20
MSFT,120,250,0.39166666666666666,KNN,10,20
MSFT,120,250,0.4166666666666667,NB,10,20
MSFT,120,250,0.4583333333333333,LDA,10,20
MSFT,120,250,0.4166666666666667,RF,10,20
MSFT,120,250,0.44166666666666665,SVM,10,20
MSFT,120,250,0.6083333333333333,RG,10,20
MSFT,120,250,0.5,KNN,20,20
MSFT,120,250,0.5583333333333333,NB,20,20
MSFT,120,250,0.49166666666666664,LDA,20,20
MSFT,120,250,0.5416666666666666,RF,20,20
MSFT,120,250,0.425,SVM,20,20
MSFT,120,250,0.5,RG,20,20
MSFT,240,250,0.5125,KNN,3,1
MSFT,240,250,0.5625,NB,3,1
MSFT,240,250,0.5125,LDA,3,1
MSFT,240,250,0.5083333333333333,RF,3,1
MSFT,240,250,0.4875,SVM,3,1
MSFT,240,250,0.49166666666666664,RG,3,1
MSFT,240,250,0.5583333333333333,KNN,5,1
MSFT,240,250,0.5625,NB,5,1
MSFT,240,250,0.4875,LDA,5,1
MSFT,240,250,0.5208333333333334,RF,5,1
MSFT,240,250,0.475,SVM,5,1
MSFT,240,250,0.48333333333333334,RG,5,1
MSFT,240,250,0.5541666666666667,KNN,10,1
MSFT,240,250,0.5458333333333333,NB,10,1
MSFT,240,250,0.5166666666666667,LDA,10,1
MSFT,240,250,0.5333333333333333,RF,10,1
MSFT,240,250,0.525,SVM,10,1
MSFT,240,250,0.5166666666666667,RG,10,1
MSFT,240,250,0.5083333333333333,KNN,20,1
MSFT,240,250,0.525,NB,20,1
MSFT,240,250,0.525,LDA,20,1
MSFT,240,250,0.5333333333333333,RF,20,1
MSFT,240,250,0.5041666666666667,SVM,20,1
MSFT,240,250,0.43333333333333335,RG,20,1
MSFT,240,250,0.4375,KNN,3,5
MSFT,240,250,0.5083333333333333,NB,3,5
MSFT,240,250,0.5041666666666667,LDA,3,5
MSFT,240,250,0.5916666666666667,RF,3,5
MSFT,240,250,0.5166666666666667,SVM,3,5
MSFT,240,250,0.4583333333333333,RG,3,5
MSFT,240,250,0.5041666666666667,KNN,5,5
MSFT,240,250,0.49583333333333335,NB,5,5
MSFT,240,250,0.45,LDA,5,5
MSFT,240,250,0.4625,RF,5,5
MSFT,240,250,0.4791666666666667,SVM,5,5
MSFT,240,250,0.5125,RG,5,5
MSFT,240,250,0.525,KNN,10,5
MSFT,240,250,0.5291666666666667,NB,10,5
MSFT,240,250,0.5208333333333334,LDA,10,5
MSFT,240,250,0.5,RF,10,5
MSFT,240,250,0.5416666666666666,SVM,10,5
MSFT,240,250,0.5,RG,10,5
MSFT,240,250,0.5125,KNN,20,5
MSFT,240,250,0.5166666666666667,NB,20,5
MSFT,240,250,0.42083333333333334,LDA,20,5
MSFT,240,250,0.5291666666666667,RF,20,5
MSFT,240,250,0.45,SVM,20,5
MSFT,240,250,0.49583333333333335,RG,20,5
MSFT,240,250,0.5666666666666667,KNN,3,10
MSFT,240,250,0.55,NB,3,10
MSFT,240,250,0.5333333333333333,LDA,3,10
MSFT,240,250,0.4708333333333333,RF,3,10
MSFT,240,250,0.5375,SVM,3,10
MSFT,240,250,0.49583333333333335,RG,3,10
MSFT,240,250,0.4583333333333333,KNN,5,10
MSFT,240,250,0.45416666666666666,NB,5,10
MSFT,240,250,0.5,LDA,5,10
MSFT,240,250,0.4625,RF,5,10
MSFT,240,250,0.5125,SVM,5,10
MSFT,240,250,0.5166666666666667,RG,5,10
MSFT,240,250,0.5,KNN,10,10
MSFT,240,250,0.5416666666666666,NB,10,10
MSFT,240,250,0.4583333333333333,LDA,10,10
MSFT,240,250,0.5166666666666667,RF,10,10
MSFT,240,250,0.4583333333333333,SVM,10,10
MSFT,240,250,0.5083333333333333,RG,10,10
MSFT,240,250,0.525,KNN,20,10
MSFT,240,250,0.4666666666666667,NB,20,10
MSFT,240,250,0.5083333333333333,LDA,20,10
MSFT,240,250,0.55,RF,20,10
MSFT,240,250,0.5125,SVM,20,10
MSFT,240,250,0.5458333333333333,RG,20,10
MSFT,240,250,0.4041666666666667,KNN,3,20
MSFT,240,250,0.5,NB,3,20
MSFT,240,250,0.5375,LDA,3,20
MSFT,240,250,0.49583333333333335,RF,3,20
MSFT,240,250,0.5291666666666667,SVM,3,20
MSFT,240,250,0.5208333333333334,RG,3,20
MSFT,240,250,0.45,KNN,5,20
MSFT,240,250,0.4583333333333333,NB,5,20
MSFT,240,250,0.4583333333333333,LDA,5,20
MSFT,240,250,0.4708333333333333,RF,5,20
MSFT,240,250,0.43333333333333335,SVM,5,20
MSFT,240,250,0.5208333333333334,RG,5,20
MSFT,240,250,0.6208333333333333,KNN,10,20
MSFT,240,250,0.4875,NB,10,20
MSFT,240,250,0.48333333333333334,LDA,10,20
MSFT,240,250,0.5458333333333333,RF,10,20
MSFT,240,250,0.4875,SVM,10,20
MSFT,240,250,0.4666666666666667,RG,10,20
MSFT,240,250,0.5333333333333333,KNN,20,20
MSFT,240,250,0.575,NB,20,20
MSFT,240,250,0.4791666666666667,LDA,20,20
