stock,n_test,n_train,return,standard_error,method,time,ahead
AAPL,480,250,0.39960933126611864,0.38390606246922815,RF,5,10
AAPL,480,250,0.3300521839667725,0.6497813812553522,SVM,5,10
AAPL,480,250,0.28656572070499964,0.6369834140722104,RG,5,10
AAPL,480,250,0.3050576651524417,0.11177363841168424,KNN,10,10
AAPL,480,250,0.33154538628923236,0.049414128817749564,NB,10,10
AAPL,480,250,0.33711813702064486,0.26628958759507904,LDA,10,10
AAPL,480,250,0.33056388603691356,0.27118727569350054,RF,10,10
AAPL,480,250,0.4455434800010094,0.48411065790298285,SVM,10,10
AAPL,480,250,0.3237013465299443,1.76091557152817,RG,10,10
AAPL,480,250,0.500756121640666,0.09365343753856457,KNN,20,10
AAPL,480,250,0.33224138205179554,0.16946959829924418,NB,20,10
AAPL,480,250,0.3188120162807375,0.22726094506462,LDA,20,10
AAPL,480,250,0.47442803872764516,0.445510434883261,RF,20,10
AAPL,480,250,0.38423294710188194,0.39230997118008054,SVM,20,10
AAPL,480,250,0.32895499818546803,0.3505208786352473,RG,20,10
AAPL,480,250,0.4039088797975823,0.042333809175048503,KNN,3,20
AAPL,480,250,0.37095906391282174,0.17509745468526933,NB,3,20
AAPL,480,250,0.29377818080117923,0.23248947579385112,LDA,3,20
AAPL,480,250,0.3295717459801488,0.1397736105130797,RF,3,20
AAPL,480,250,0.32258855685091126,0.6178702403730723,SVM,3,20
AAPL,480,250,0.36269659365896345,0.6879932770458356,RG,3,20
AAPL,480,250,0.27464988646883604,0.056163826654933954,KNN,5,20
AAPL,480,250,0.2759297358016224,0.13767634029152223,NB,5,20
AAPL,480,250,0.2706283456679124,0.08022900001112834,LDA,5,20
AAPL,480,250,0.3364845548262976,0.27188622775961707,RF,5,20
AAPL,480,250,0.2945090980735976,0.2296133093215719,SVM,5,20
AAPL,480,250,0.23348517192755414,0.71242472142032,RG,5,20
AAPL,480,250,0.49943747834137686,0.047443758171553656,KNN,10,20
AAPL,480,250,0.31463001831799,0.09852640519618214,NB,10,20
AAPL,480,250,0.36735356527164287,0.1269041626836677,LDA,10,20
AAPL,480,250,0.32153741056695373,0.23422687315912608,RF,10,20
AAPL,480,250,0.32714170943439447,0.21394383705972272,SVM,10,20
AAPL,480,250,0.21109347642284004,0.8809647281185208,RG,10,20
AAPL,480,250,0.2818988769858808,0.07201144628842185,KNN,20,20
AAPL,480,250,0.3008879338636268,0.1412448610177566,NB,20,20
AAPL,480,250,0.18535624323764366,0.22073817297291706,LDA,20,20
AAPL,480,250,0.32591120799614215,0.200259331675633,RF,20,20
AAPL,480,250,0.2527956586839615,0.5352703518802828,SVM,20,20
AAPL,480,250,0.40442845581931275,1.1599709468132489,RG,20,20
AAPL,960,250,0.09806686333953785,0.3035539689883449,KNN,3,1
AAPL,960,250,0.33446457301658317,0.40336047953372106,NB,3,1
AAPL,960,250,1.102169360112093e-5,0.7507041005658954,LDA,3,1
AAPL,960,250,0.09843392352581826,0.29952627118465747,RF,3,1
AAPL,960,250,0.026717609276270426,1.2630695005875152,SVM,3,1
AAPL,960,250,-0.05903404394288503,0.6826328326905422,RG,3,1
AAPL,960,250,0.18075137534899466,0.4005458992229015,KNN,5,1
AAPL,960,250,0.2007715286213061,1.1726137564901542,NB,5,1
AAPL,960,250,0.03889729156773458,0.6464068678473677,LDA,5,1
AAPL,960,250,-0.05796688334645228,1.2092276973370344,RF,5,1
AAPL,960,250,0.059737654442212795,1.9578280407181718,SVM,5,1
AAPL,960,250,0.2677259358677675,0.9943715567432946,RG,5,1
AAPL,960,250,0.24048127642839034,0.34826242004611896,KNN,10,1
AAPL,960,250,0.2342883838507106,0.24051895553767608,NB,10,1
AAPL,960,250,-0.058322079088765855,1.4871534911738697,LDA,10,1
AAPL,960,250,0.07226640272074958,0.3963939751260578,RF,10,1
AAPL,960,250,0.1460012663273793,1.4669409124383754,SVM,10,1
AAPL,960,250,-0.440218091299475,0.3942357254174542,RG,10,1
AAPL,960,250,0.16272230422461575,0.18308337128852697,KNN,20,1
AAPL,960,250,0.20962401638643446,0.8376699736751884,NB,20,1
AAPL,960,250,0.3781138908214705,0.9781861706639339,LDA,20,1
AAPL,960,250,0.1445401859144011,1.248005957702835,RF,20,1
AAPL,960,250,0.17236918536689116,2.7018704350497997,SVM,20,1
AAPL,960,250,-0.031036673498791467,1.8218229642125763,RG,20,1
AAPL,960,250,0.03020128326443694,0.06391665796535186,KNN,3,5
AAPL,960,250,0.22657580144094314,0.24782372347211418,NB,3,5
AAPL,960,250,0.22387825063052214,0.2011442538019662,LDA,3,5
AAPL,960,250,0.30223740281402445,0.5862557926086157,RF,3,5
AAPL,960,250,0.20639550475993174,1.0555963119523164,SVM,3,5
AAPL,960,250,0.16732528954463222,0.7474408087374143,RG,3,5
AAPL,960,250,0.5730293598863168,0.17359313012458302,KNN,5,5
AAPL,960,250,0.3633945920920758,0.843267665723483,NB,5,5
AAPL,960,250,0.1915522773327205,0.635913820894092,LDA,5,5
AAPL,960,250,0.31651249541560045,1.6401272092683408,RF,5,5
AAPL,960,250,0.12648381812561071,0.6191228429727293,SVM,5,5
AAPL,960,250,0.20919205222525195,1.2831127646962222,RG,5,5
AAPL,960,250,0.37369337295516636,0.26692670503855953,KNN,10,5
AAPL,960,250,0.18974247618237938,0.11309127531026271,NB,10,5
AAPL,960,250,0.4956627306390715,0.5521601643377705,LDA,10,5
AAPL,960,250,0.23922303461346872,0.5840660095204705,RF,10,5
AAPL,960,250,0.5661691835557046,1.7775183581113696,SVM,10,5
AAPL,960,250,0.26563253547153143,4.2952188212268805,RG,10,5
AAPL,960,250,0.28568317247950503,0.20848026439425396,KNN,20,5
AAPL,960,250,0.438806105001986,0.5055089815638811,NB,20,5
AAPL,960,250,0.12303831278754807,0.5155519132213316,LDA,20,5
AAPL,960,250,0.3007643341385675,0.7886985243337409,RF,20,5
AAPL,960,250,0.030402267236639968,0.6618725308532786,SVM,20,5
AAPL,960,250,0.5548363042839437,1.704622438962362,RG,20,5
AAPL,960,250,0.28160600215939646,0.14585562660994109,KNN,3,10
AAPL,960,250,0.28863751531796744,0.23506958668333863,NB,3,10
AAPL,960,250,0.4103320857948751,0.8013523497511481,LDA,3,10
AAPL,960,250,0.2068103197280815,0.39131497145600525,RF,3,10
AAPL,960,250,0.42948690824622804,0.543504839413347,SVM,3,10
AAPL,960,250,0.39206645654453154,1.0268161332271653,RG,3,10
AAPL,960,250,0.33650836359768843,0.11282562086169827,KNN,5,10
AAPL,960,250,0.3762916023034619,0.31053251220267103,NB,5,10
AAPL,960,250,0.5230809944910977,1.1294488211369873,LDA,5,10
AAPL,960,250,0.3160920281581121,1.050822584164013,RF,5,10
AAPL,960,250,0.5627958322797275,1.0826462253641875,SVM,5,10
AAPL,960,250,0.3109107526428472,1.782460081813763,RG,5,10
AAPL,960,250,0.4655814022020919,0.24293160775608927,KNN,10,10
AAPL,960,250,0.28776808360097417,0.26434067363347474,NB,10,10
AAPL,960,250,0.44805155651818174,0.6384912808241159,LDA,10,10
AAPL,960,250,0.44358441183874175,0.8006015199087666,RF,10,10
AAPL,960,250,0.39129645135327307,1.7913808203968409,SVM,10,10
AAPL,960,250,0.24528600815148738,1.3535710202964013,RG,10,10
AAPL,960,250,0.25843152815595394,0.08021101513634767,KNN,20,10
AAPL,960,250,0.4153076023659581,0.26941779879286765,NB,20,10
AAPL,960,250,0.3518660632648969,0.42799899605574676,LDA,20,10
AAPL,960,250,0.33548286605434163,0.6823663126571171,RF,20,10
AAPL,960,250,0.3024652658281677,0.5452227324254303,SVM,20,10
AAPL,960,250,0.43133492604544843,1.5978475529576783,RG,20,10
AAPL,960,250,0.2674835461533398,0.06663158693621785,KNN,3,20
AAPL,960,250,0.5051898444051364,0.1272909691895891,NB,3,20
AAPL,960,250,0.5001569943946576,0.3069309946518231,LDA,3,20
AAPL,960,250,0.46380205704811184,0.52163683368937,RF,3,20
AAPL,960,250,0.4353993200738431,1.2670769594931026,SVM,3,20
AAPL,960,250,0.42010897623163057,2.2977490701742447,RG,3,20
AAPL,960,250,0.46251268209002094,0.0589896486713283,KNN,5,20
AAPL,960,250,0.4194774088073747,0.16689158705386112,NB,5,20
AAPL,960,250,0.40459433034496506,0.333923240859246,LDA,5,20
AAPL,960,250,0.4099474479550578,0.6618081946202338,RF,5,20
AAPL,960,250,0.4171354297338479,0.9091830510774584,SVM,5,20
AAPL,960,250,0.4722356325200374,2.169868606391947,RG,5,20
AAPL,960,250,0.4675833840507295,0.09653434306336509,KNN,10,20
AAPL,960,250,0.43895018639912675,0.2960134344995765,NB,10,20
AAPL,960,250,0.5691355444440522,0.550523077710791,LDA,10,20
AAPL,960,250,0.4784210610852626,0.6889370743402422,RF,10,20
AAPL,960,250,0.41867160606618725,1.4923188783232642,SVM,10,20
AAPL,960,250,0.32812797894969914,1.2605490712360092,RG,10,20
AAPL,960,250,0.47917879475569025,0.04433158592191152,KNN,20,20
AAPL,960,250,0.47420257942385335,0.1998574365667211,NB,20,20
AAPL,960,250,0.4263790766586619,0.4234682788956779,LDA,20,20
AAPL,960,250,0.38928923505143587,0.6633086829968762,RF,20,20
AAPL,960,250,0.37519625207424667,1.3932894322848794,SVM,20,20
AAPL,960,250,0.4258873955503073,2.8560117139520793,RG,20,20
AAPL,1920,250,0.12315933537458479,0.28228622432772843,KNN,3,1
AAPL,1920,250,-0.010902724999008906,0.4661020265877857,NB,3,1
AAPL,1920,250,0.2781361100129218,1.4498939977005623,LDA,3,1
AAPL,1920,250,-0.06524750377713717,1.2013092043681926,RF,3,1
AAPL,1920,250,0.0954247870460625,1.1291896587343082,SVM,3,1
AAPL,1920,250,-0.21821348083114245,1.8905859200378894,RG,3,1
AAPL,1920,250,-0.03671005614437739,0.6026835612990115,KNN,5,1
AAPL,1920,250,-0.43029285900558145,0.4656266645613016,NB,5,1
AAPL,1920,250,-0.06651400816941988,0.26813079150830554,LDA,5,1
AAPL,1920,250,0.23496789109430583,1.6788761702327246,RF,5,1
AAPL,1920,250,0.04153875565208809,0.8205229986749415,SVM,5,1
AAPL,1920,250,-0.18407235129699262,0.46003341989436936,RG,5,1
AAPL,1920,250,-0.4941405769740431,0.2645647935353892,KNN,10,1
AAPL,1920,250,-0.467167372704962,0.07392175132384188,NB,10,1
AAPL,1920,250,-0.22807867471821752,0.22082899515895668,LDA,10,1
AAPL,1920,250,-0.1390528530729307,0.47664127075692747,RF,10,1
AAPL,1920,250,-0.17713788863011648,0.048226708173482256,SVM,10,1
AAPL,1920,250,-0.2669116020952962,0.033225118184066114,RG,10,1
