stock,n_test,n_train,return,standard_error,method,time,ahead
AAPL,1920,250,0.19912313322158437,0.3166150932498987,KNN,20,1
AAPL,1920,250,0.10295144936038159,0.7315435155226142,NB,20,1
AAPL,1920,250,-0.24799420363809388,0.5421758516663264,LDA,20,1
AAPL,1920,250,0.1297895098056745,0.6546582096661846,RF,20,1
AAPL,1920,250,-0.1415718920280945,1.3159367565250226,SVM,20,1
AAPL,1920,250,-0.028004115317615375,0.9358030765430418,RG,20,1
AAPL,1920,250,1.3337809279393285,0.451945882895493,KNN,3,5
AAPL,1920,250,1.295136071319928,2.7171531510188554,NB,3,5
AAPL,1920,250,0.9776132368148922,5.401706242815813,LDA,3,5
AAPL,1920,250,1.1255191177264474,11.643167516603443,RF,3,5
AAPL,1920,250,1.3279274178576235,8.3152047150112,SVM,3,5
AAPL,1920,250,0.6335606427201603,47.149670552449216,RG,3,5
AAPL,1920,250,1.7005534096537143,0.6911942953319467,KNN,5,5
AAPL,1920,250,1.264527537254363,2.357456958832961,NB,5,5
AAPL,1920,250,1.0670497020132488,5.245883090914745,LDA,5,5
AAPL,1920,250,1.239892544743483,22.00901133753744,RF,5,5
AAPL,1920,250,1.1723557477503013,13.50128048521508,SVM,5,5
AAPL,1920,250,0.8543373731584747,61.31761884106396,RG,5,5
AAPL,1920,250,0.8639105464766419,0.778878759504628,KNN,10,5
AAPL,1920,250,0.8980867307614537,0.7695584993442476,NB,10,5
AAPL,1920,250,1.1125147154431332,3.762198453708699,LDA,10,5
AAPL,1920,250,1.1286569296433262,7.450825751203381,RF,10,5
AAPL,1920,250,1.0293500942662992,13.636365627786317,SVM,10,5
AAPL,1920,250,0.3603354436589108,37.69845682482017,RG,10,5
AAPL,1920,250,1.3444713377655502,0.458616293257796,KNN,20,5
AAPL,1920,250,1.3114513733544912,2.6255033601275266,NB,20,5
AAPL,1920,250,1.2497382259510466,4.087443290483176,LDA,20,5
AAPL,1920,250,1.647613729065823,10.294634190952355,RF,20,5
AAPL,1920,250,0.858009982981482,45.65702768711841,SVM,20,5
AAPL,1920,250,0.7715743902542826,399.44276168516245,RG,20,5
AAPL,1920,250,0.7204424130818972,0.21441557422738883,KNN,3,10
AAPL,1920,250,1.7047823018801571,0.8065127634554955,NB,3,10
AAPL,1920,250,1.0427426657678227,3.099971324640813,LDA,3,10
AAPL,1920,250,0.770532376620753,16.67690342335281,RF,3,10
AAPL,1920,250,0.8158549231143071,11.449069156370475,SVM,3,10
AAPL,1920,250,1.04055983521451,15.961600576960377,RG,3,10
AAPL,1920,250,1.3217923646888305,0.18701171212690532,KNN,5,10
AAPL,1920,250,1.4755190154558973,2.489672101910345,NB,5,10
AAPL,1920,250,1.155239991213096,4.581356187863753,LDA,5,10
AAPL,1920,250,0.8361850021368717,7.762534702032308,RF,5,10
AAPL,1920,250,1.404594199996819,43.33612674360628,SVM,5,10
AAPL,1920,250,1.151217190573182,41.844615303413526,RG,5,10
AAPL,1920,250,1.0699349408198566,0.2332146152974247,KNN,10,10
AAPL,1920,250,1.128929319729472,0.9537300185352748,NB,10,10
AAPL,1920,250,0.9083338363650124,0.946764659516494,LDA,10,10
AAPL,1920,250,0.9603062779000435,21.78625428045686,RF,10,10
AAPL,1920,250,1.1843592097543292,23.988057355725477,SVM,10,10
AAPL,1920,250,1.2850679328756374,35.628211260300475,RG,10,10
AAPL,1920,250,0.5519159824862712,0.14513671615954812,KNN,20,10
AAPL,1920,250,0.7300888944501138,0.34172778488295336,NB,20,10
AAPL,1920,250,1.2924630295508894,1.4532706369950306,LDA,20,10
AAPL,1920,250,0.6792622679160716,5.700547671344438,RF,20,10
AAPL,1920,250,1.3008828024019818,15.632323634912112,SVM,20,10
AAPL,1920,250,1.2832466646496066,20.828498874808208,RG,20,10
AAPL,1920,250,1.0920985803400178,0.21848426659150472,KNN,3,20
AAPL,1920,250,0.65722024909761,1.0574922558534068,NB,3,20
AAPL,1920,250,1.3216931487302266,1.5295025904986312,LDA,3,20
AAPL,1920,250,0.9356006148473934,3.174021165227806,RF,3,20
AAPL,1920,250,0.783163939029637,7.8751977302234515,SVM,3,20
AAPL,1920,250,1.141291914641413,41.440816108639936,RG,3,20
AAPL,1920,250,0.8030983816247794,0.15819692512782918,KNN,5,20
AAPL,1920,250,0.7565957772349869,0.5002899136699777,NB,5,20
AAPL,1920,250,0.9666414629871529,0.5845501987208918,LDA,5,20
AAPL,1920,250,1.4422075590355314,5.611051588230094,RF,5,20
AAPL,1920,250,1.0073482368069846,2.1706440188012865,SVM,5,20
AAPL,1920,250,1.3645898031836885,39.87203401905195,RG,5,20
AAPL,1920,250,1.160689101059364,0.2580879235870229,KNN,10,20
AAPL,1920,250,0.880423043389629,1.5640435935042698,NB,10,20
AAPL,1920,250,1.1933029408428482,3.461959435166595,LDA,10,20
AAPL,1920,250,1.2111898092028786,6.840522912256642,RF,10,20
AAPL,1920,250,1.3313774831265794,46.490664360474355,SVM,10,20
AAPL,1920,250,1.1628230592127178,49.02278295476264,RG,10,20
AAPL,1920,250,0.8542219476910091,0.27122788586980756,KNN,20,20
AAPL,1920,250,1.2888529176030525,0.23444240635126723,NB,20,20
AAPL,1920,250,0.9715755125083934,1.3912870183020078,LDA,20,20
AAPL,1920,250,1.5153783663020723,7.399875348978501,RF,20,20
AAPL,1920,250,1.3817812085569114,7.782905267234361,SVM,20,20
AAPL,1920,250,1.1043611626700112,34.11839570201723,RG,20,20
GOOG,120,250,0.10843960694562793,0.07654290226611635,KNN,3,1
GOOG,120,250,0.10928535258059235,0.09768801849139618,NB,3,1
GOOG,120,250,0.006383711039013473,0.23723258261901797,LDA,3,1
GOOG,120,250,0.022926769779726852,0.2642123164126968,RF,3,1
GOOG,120,250,0.012461540280370942,0.22951961424773534,SVM,3,1
GOOG,120,250,-0.024469875854388423,0.1761164191510742,RG,3,1
GOOG,120,250,-0.09378571622062881,0.1209871876179093,KNN,5,1
GOOG,120,250,0.06027197408496776,0.17380207439720585,NB,5,1
GOOG,120,250,0.011603572968599263,0.07777445621164869,LDA,5,1
GOOG,120,250,-0.11485195031025985,0.19576839353883943,RF,5,1
GOOG,120,250,-0.05316003270015324,0.29461747006117106,SVM,5,1
GOOG,120,250,-0.049187280392783084,0.18583380649775677,RG,5,1
GOOG,120,250,0.03798127119506023,0.16434804906421308,KNN,10,1
GOOG,120,250,0.18852542553873963,0.3130769701930437,NB,10,1
GOOG,120,250,0.028708317732566213,0.14616643807943774,LDA,10,1
GOOG,120,250,0.04143961703973065,0.19002314473055565,RF,10,1
GOOG,120,250,-4.2399341318011263e-4,0.3133185912397268,SVM,10,1
GOOG,120,250,0.019791458180175026,0.4637996247625227,RG,10,1
GOOG,120,250,0.06145405834268769,0.049721362008128205,KNN,20,1
GOOG,120,250,3.4570709481118733e-4,0.14627282379941575,NB,20,1
GOOG,120,250,0.15669818213980502,0.14166747973701285,LDA,20,1
GOOG,120,250,0.02986454264048999,0.3048249844609171,RF,20,1
GOOG,120,250,0.07258674019627298,0.22846945407719288,SVM,20,1
GOOG,120,250,-0.06554074850564628,0.7608833533728792,RG,20,1
GOOG,120,250,0.008040476170207977,0.10891388569376255,KNN,3,5
GOOG,120,250,-0.022843049399833504,0.07117181334991758,NB,3,5
GOOG,120,250,0.021784345674800587,0.17593679854957786,LDA,3,5
GOOG,120,250,0.064204615130383,0.23101115314731632,RF,3,5
GOOG,120,250,0.03847174076017934,0.0760926218191317,SVM,3,5
GOOG,120,250,-0.03073964390603101,0.12253951768136434,RG,3,5
GOOG,120,250,0.014974658836608867,0.0656089149565133,KNN,5,5
GOOG,120,250,0.03165935034260969,0.06943126668544444,NB,5,5
GOOG,120,250,0.0030412586097512406,0.09901203961812148,LDA,5,5
GOOG,120,250,-0.03566783282307395,0.11072279555289513,RF,5,5
GOOG,120,250,0.03283568234742029,0.18549285208921124,SVM,5,5
GOOG,120,250,0.011250169044073166,0.09185722771021387,RG,5,5
GOOG,120,250,0.05061567753539942,0.03463960119199437,KNN,10,5
GOOG,120,250,0.12358120072593826,0.10050097677546965,NB,10,5
GOOG,120,250,-0.006621312136080304,0.09927957813358183,LDA,10,5
GOOG,120,250,0.017432930904533128,0.20418002923876152,RF,10,5
GOOG,120,250,-0.024609213400151653,0.18187950939333739,SVM,10,5
GOOG,120,250,-0.007237604460408553,0.22807027299506966,RG,10,5
GOOG,120,250,0.09792392355093837,0.05532624470969842,KNN,20,5
GOOG,120,250,0.11183615524627744,0.0496223784991293,NB,20,5
GOOG,120,250,0.04148568381981432,0.048399451692166646,LDA,20,5
GOOG,120,250,0.13176590566045765,0.11681742885754741,RF,20,5
GOOG,120,250,0.012857298905133874,0.13083997756275242,SVM,20,5
GOOG,120,250,0.01029893915200697,0.21152720737519978,RG,20,5
GOOG,120,250,0.04995828971712113,0.05123816875858146,KNN,3,10
GOOG,120,250,0.09604790204740565,0.017792621977919733,NB,3,10
GOOG,120,250,0.061779136970216975,0.10703411664688132,LDA,3,10
GOOG,120,250,0.04435690335712095,0.1188701631249641,RF,3,10
GOOG,120,250,0.048724817514196994,0.17982109628932957,SVM,3,10
GOOG,120,250,0.049655600020625634,0.1895740284608778,RG,3,10
GOOG,120,250,0.018253791814502263,0.03369658560351292,KNN,5,10
GOOG,120,250,0.01801788807188176,0.06862007050917228,NB,5,10
GOOG,120,250,0.05839384798431424,0.08460506207988068,LDA,5,10
GOOG,120,250,0.07733606269807525,0.0985681300784068,RF,5,10
GOOG,120,250,0.041027476629229565,0.046299079717535066,SVM,5,10
GOOG,120,250,0.011906323664842677,0.09404245685342796,RG,5,10
GOOG,120,250,0.0877697160570956,0.06096350471915494,KNN,10,10
GOOG,120,250,-0.034683573186990335,0.08266346134220595,NB,10,10
GOOG,120,250,0.057726115201979455,0.09131824138200424,LDA,10,10
GOOG,120,250,0.022671132736370225,0.1038958716354494,RF,10,10
GOOG,120,250,0.03940149664304471,0.06294868749671648,SVM,10,10
GOOG,120,250,0.05014232297905674,0.10639872552838674,RG,10,10
GOOG,120,250,0.0651601612074224,0.01651219049353514,KNN,20,10
GOOG,120,250,-7.488094955221403e-4,0.04776877134519817,NB,20,10
GOOG,120,250,0.09322895333107573,0.02559968042359457,LDA,20,10
GOOG,120,250,0.04465107808634783,0.06590051681010116,RF,20,10
GOOG,120,250,0.05716018466620998,0.10529526873864115,SVM,20,10
GOOG,120,250,0.05470738416662302,0.12569109618185467,RG,20,10
GOOG,120,250,0.10453910101840114,0.028509029688373173,KNN,3,20
GOOG,120,250,0.09597874871701406,0.03135244173919109,NB,3,20
GOOG,120,250,0.07489686516578131,0.03868291481161877,LDA,3,20
GOOG,120,250,0.07346881308271946,0.03819171089942511,RF,3,20
GOOG,120,250,0.09235503079291085,0.06211587684452132,SVM,3,20
GOOG,120,250,0.08837525417724024,0.060031468455864906,RG,3,20
GOOG,120,250,0.06913012435638555,0.01958044051249148,KNN,5,20
GOOG,120,250,0.044178009625542414,0.029313269029261447,NB,5,20
GOOG,120,250,0.06725621681261806,0.0297251064562071,LDA,5,20
GOOG,120,250,0.07176193582114498,0.06257277221339157,RF,5,20
GOOG,120,250,0.08116517733778883,0.09977523441732664,SVM,5,20
GOOG,120,250,0.0793194180600234,0.0612274709954645,RG,5,20
GOOG,120,250,0.03918684057207633,0.017408466119717317,KNN,10,20
GOOG,120,250,0.09890458511381306,0.03577194906704588,NB,10,20
GOOG,120,250,0.0694241144786587,0.03674164718161405,LDA,10,20
GOOG,120,250,0.05458258626357693,0.05018396977181893,RF,10,20
GOOG,120,250,0.09232036522910758,0.05425443949959114,SVM,10,20
GOOG,120,250,0.11183352481199238,0.07923082035892962,RG,10,20
GOOG,120,250,0.04422257913104333,0.013326799268050617,KNN,20,20
GOOG,120,250,0.03206355016105045,0.02179967217644222,NB,20,20
GOOG,120,250,0.08313613891539573,0.05402079870876717,LDA,20,20
GOOG,120,250,0.06787696619259043,0.05156663077911406,RF,20,20
GOOG,120,250,0.05393552499563148,0.04111207646259597,SVM,20,20
GOOG,120,250,0.0662893166576588,0.06277144994828485,RG,20,20
GOOG,240,250,0.09767253173189006,0.2958167593689994,KNN,3,1
GOOG,240,250,-0.013100098886612677,0.20998469264204186,NB,3,1
GOOG,240,250,0.019077727695988145,0.19697875741237728,LDA,3,1
GOOG,240,250,0.12302192593622574,0.3448093157927562,RF,3,1
GOOG,240,250,0.0778445727842294,0.30252862653831525,SVM,3,1
GOOG,240,250,-0.005638748571844321,0.2578731095394341,RG,3,1
GOOG,240,250,-0.04585228904467542,0.11050777153402909,KNN,5,1
GOOG,240,250,-0.11200832899131774,0.24832660507105256,NB,5,1
GOOG,240,250,-0.018710797847041216,0.20657860513220772,LDA,5,1
GOOG,240,250,-0.07574048764408636,0.3183899945395232,RF,5,1
GOOG,240,250,-0.021883314448882363,0.20900678051884358,SVM,5,1
GOOG,240,250,0.016116955352431628,0.2570206929542528,RG,5,1
GOOG,240,250,0.009764554321288754,0.1149602864118698,KNN,10,1
GOOG,240,250,0.11576475378892948,0.32693844055159843,NB,10,1
GOOG,240,250,0.0716925415877705,0.30692682229829427,LDA,10,1
GOOG,240,250,-0.03338686437563099,0.1937511396844242,RF,10,1
GOOG,240,250,0.1402288412901178,0.2711686587534042,SVM,10,1
GOOG,240,250,-0.07066192040921282,0.2639013536265264,RG,10,1
GOOG,240,250,0.08225239230485504,0.21701350324857366,KNN,20,1
GOOG,240,250,-0.0051258024709162076,0.19790676429154705,NB,20,1
GOOG,240,250,0.045645073767497824,0.2546436159982838,LDA,20,1
GOOG,240,250,0.04767421260255045,0.3010914807522044,RF,20,1
GOOG,240,250,0.06275208989145642,0.43310469820830405,SVM,20,1
GOOG,240,250,-0.11741821165147859,0.5958535554144028,RG,20,1
GOOG,240,250,0.10763596899074912,0.06162464385261245,KNN,3,5
GOOG,240,250,0.018624518502829535,0.07987462478141084,NB,3,5
GOOG,240,250,0.00930025925096567,0.37388710405804626,LDA,3,5
GOOG,240,250,0.06139208706701327,0.1425860440131419,RF,3,5
GOOG,240,250,-0.006060078328281704,0.18726169522437025,SVM,3,5
GOOG,240,250,0.010708479359595735,0.18438293430970037,RG,3,5
GOOG,240,250,0.13999553779665996,0.03754982412198735,KNN,5,5
GOOG,240,250,0.10424591934799543,0.1211193125738688,NB,5,5
GOOG,240,250,0.047723189737751914,0.27880210097853025,LDA,5,5
GOOG,240,250,0.1315030004686597,0.19238912189360746,RF,5,5
GOOG,240,250,0.04217779344677952,0.1330396612511676,SVM,5,5
GOOG,240,250,0.03772037460366939,0.532257167555358,RG,5,5
GOOG,240,250,-0.05315306172678547,0.07619856260840939,KNN,10,5
GOOG,240,250,-0.04005234142851288,0.09311657973517862,NB,10,5
GOOG,240,250,0.09378496461560659,0.09080234722033308,LDA,10,5
GOOG,240,250,0.013053825518895446,0.10829974419737272,RF,10,5
GOOG,240,250,0.11074937400904217,0.24972461027820064,SVM,10,5
GOOG,240,250,0.09588484234890426,0.3514590601247095,RG,10,5
GOOG,240,250,0.12038824686538474,0.024623079427765142,KNN,20,5
GOOG,240,250,0.07706150672439227,0.09009842096830308,NB,20,5
GOOG,240,250,0.12036005853918397,0.10884095700282859,LDA,20,5
GOOG,240,250,0.05253700093541691,0.10466039787469678,RF,20,5
GOOG,240,250,0.11435622303646431,0.24139987325751863,SVM,20,5
GOOG,240,250,0.016740777716101496,0.35801795106352163,RG,20,5
GOOG,240,250,0.0537763190753604,0.04664030931657186,KNN,3,10
GOOG,240,250,0.037266646055130304,0.036746018258821254,NB,3,10
GOOG,240,250,0.16361255073828218,0.09041625840794687,LDA,3,10
GOOG,240,250,0.09991695318730431,0.11887946563058983,RF,3,10
GOOG,240,250,0.2181712242122047,0.2207576837699668,SVM,3,10
GOOG,240,250,0.0960443663756958,0.1701538994610181,RG,3,10
GOOG,240,250,0.06372812115922799,0.05790404936816797,KNN,5,10
GOOG,240,250,0.17509975112931264,0.037765693910031546,NB,5,10
GOOG,240,250,0.19886629741456874,0.11979182511372821,LDA,5,10
GOOG,240,250,0.11810491325336558,0.18498960080394883,RF,5,10
GOOG,240,250,0.10826133935016502,0.2322167534696116,SVM,5,10
GOOG,240,250,0.14029928127172386,0.2043870917771709,RG,5,10
GOOG,240,250,0.20008505606645,0.04729484551991418,KNN,10,10
GOOG,240,250,0.19651062950993703,0.08600336823470654,NB,10,10
GOOG,240,250,0.08924159875944926,0.18205999957684096,LDA,10,10
GOOG,240,250,0.11673843992520938,0.12187727309518917,RF,10,10
GOOG,240,250,0.06969775908342202,0.25197992967425054,SVM,10,10
GOOG,240,250,0.04493913870792898,0.15974708005476806,RG,10,10
GOOG,240,250,0.07082926392753275,0.03006812621024006,KNN,20,10
GOOG,240,250,0.14410473502223486,0.0663401192999693,NB,20,10
GOOG,240,250,0.12044613081863642,0.06005122709463085,LDA,20,10
GOOG,240,250,0.17304101516021575,0.044493012892927876,RF,20,10
GOOG,240,250,0.07609508685766886,0.16094680877755246,SVM,20,10
GOOG,240,250,0.025977894856026973,0.186730535697811,RG,20,10
GOOG,240,250,0.09434737156738171,0.04145253454175633,KNN,3,20
GOOG,240,250,0.123713436615418,0.0695459759430267,NB,3,20
GOOG,240,250,0.15696424129899245,0.09923515058281414,LDA,3,20
GOOG,240,250,0.15143411688734942,0.11688982220568586,RF,3,20
GOOG,240,250,0.1378096358501808,0.20496833892035146,SVM,3,20
GOOG,240,250,0.15717829705057662,0.08092728257016138,RG,3,20
GOOG,240,250,0.11362153179029577,0.039831341447172,KNN,5,20
GOOG,240,250,0.10918627815346982,0.030068531448578635,NB,5,20
GOOG,240,250,0.1411342641584925,0.06710873360132247,LDA,5,20
GOOG,240,250,0.10438482601137689,0.09337742532576929,RF,5,20
GOOG,240,250,0.13640931144466673,0.04907455825965576,SVM,5,20
GOOG,240,250,0.11423380783730819,0.1400388909875435,RG,5,20
GOOG,240,250,0.10357093760288327,0.019019271757015597,KNN,10,20
GOOG,240,250,0.09696415966504168,0.04781476381152118,NB,10,20
GOOG,240,250,0.09420958388491729,0.05448360679246081,LDA,10,20
GOOG,240,250,0.1118458065657717,0.07465548771817247,RF,10,20
GOOG,240,250,0.10835928033213804,0.07659657957972375,SVM,10,20
GOOG,240,250,0.1444543218449903,0.1329568303012698,RG,10,20
GOOG,240,250,0.15211798945225796,0.017427517801960796,KNN,20,20
GOOG,240,250,0.1549336054460535,0.02944109896765306,NB,20,20
GOOG,240,250,0.13485634016931902,0.07615840305554737,LDA,20,20
GOOG,240,250,0.16387475226924897,0.04814825963113567,RF,20,20
GOOG,240,250,0.17729792408138967,0.19122285438184033,SVM,20,20
GOOG,240,250,0.08367240546751287,0.11859905186001786,RG,20,20
GOOG,480,250,0.20271251189737782,0.21310221840912952,KNN,3,1
GOOG,480,250,0.23606698056220976,0.6231375267215588,NB,3,1
GOOG,480,250,0.006250032017259155,0.2509518282745763,LDA,3,1
GOOG,480,250,-0.0051351546764465406,0.21345587778641054,RF,3,1
GOOG,480,250,-0.02635423088533473,0.5024019782267647,SVM,3,1
GOOG,480,250,-0.04211871658276323,1.3202827323180935,RG,3,1
GOOG,480,250,0.17779212288067314,0.15998199804212906,KNN,5,1
GOOG,480,250,0.34609915532029745,0.3301713798079042,NB,5,1
GOOG,480,250,0.17432485897169858,0.7947752606024985,LDA,5,1
GOOG,480,250,0.27777023315177174,0.4174891005203919,RF,5,1
GOOG,480,250,0.19990255215822406,0.687770262909912,SVM,5,1
GOOG,480,250,0.40067152378232396,0.9847619025296782,RG,5,1
GOOG,480,250,0.2858382528601189,0.14877884369238262,KNN,10,1
GOOG,480,250,0.507292483696385,0.27066411133510465,NB,10,1
GOOG,480,250,0.6409875378226624,0.7587799826506536,LDA,10,1
GOOG,480,250,0.1810461424895904,0.7521189509089852,RF,10,1
GOOG,480,250,0.47012593217030973,1.6870672768525918,SVM,10,1
GOOG,480,250,0.15838627588242504,2.2453765788495077,RG,10,1
GOOG,480,250,0.1459383041581055,0.18286285218505224,KNN,20,1
GOOG,480,250,0.08082596675726683,0.26231752309450224,NB,20,1
GOOG,480,250,0.04657446747192662,0.33149268889363354,LDA,20,1
GOOG,480,250,0.12029320419352874,0.2834877588079372,RF,20,1
GOOG,480,250,0.1677835506437455,1.321467680894426,SVM,20,1
GOOG,480,250,0.1613866237183459,1.093590641311847,RG,20,1
GOOG,480,250,0.17564323481569133,0.06460219012569324,KNN,3,5
GOOG,480,250,0.12350204904555184,0.24216183314514678,NB,3,5
GOOG,480,250,0.12953344403209455,0.13483357988520978,LDA,3,5
GOOG,480,250,0.27487451921385975,0.4497330787640962,RF,3,5
GOOG,480,250,0.14582955291689248,0.6539913577633543,SVM,3,5
GOOG,480,250,0.18448998615238588,0.325508547166052,RG,3,5
GOOG,480,250,0.16121393643513282,0.05941644776134187,KNN,5,5
GOOG,480,250,0.11928660948681569,0.11936589449870784,NB,5,5
GOOG,480,250,0.16061078988611976,0.2934762656580511,LDA,5,5
GOOG,480,250,0.32940246226196335,0.43036123971937396,RF,5,5
GOOG,480,250,0.23880803591329913,0.2841875131749124,SVM,5,5
GOOG,480,250,0.19226404597193936,0.6145034574748526,RG,5,5
GOOG,480,250,1.687288780880536e-4,0.06310815769628465,KNN,10,5
GOOG,480,250,-0.0036189118262127673,0.10902852855008031,NB,10,5
GOOG,480,250,0.13560724590877138,0.10046305542620997,LDA,10,5
GOOG,480,250,0.1875330730307183,0.22068611240139335,RF,10,5
GOOG,480,250,0.18362617601371234,0.4502940914659573,SVM,10,5
GOOG,480,250,0.19259667724894936,0.6199762541350833,RG,10,5
GOOG,480,250,0.21126157134880286,0.051760565292636646,KNN,20,5
GOOG,480,250,0.16278488858159323,0.1839876505996587,NB,20,5
GOOG,480,250,0.1573394099578722,0.177665375113394,LDA,20,5
GOOG,480,250,0.15987043621969876,0.31577949410320816,RF,20,5
GOOG,480,250,0.21088692291597289,0.7529627036872755,SVM,20,5
GOOG,480,250,0.14563851991563848,0.6841921962232137,RG,20,5
GOOG,480,250,0.29072674192267933,0.07274689353314286,KNN,3,10
GOOG,480,250,0.2523200441789071,0.1328021028293197,NB,3,10
GOOG,480,250,0.257388515712796,0.12074862410309374,LDA,3,10
GOOG,480,250,0.19300715269713264,0.1892261095162843,RF,3,10
GOOG,480,250,0.2801581597461664,0.2136887310122726,SVM,3,10
GOOG,480,250,0.22196391514368186,0.45372270258026526,RG,3,10
GOOG,480,250,0.20080165754795898,0.04971123141206543,KNN,5,10
GOOG,480,250,0.1884755409258836,0.09588605808918368,NB,5,10
GOOG,480,250,0.2422124567632311,0.10060638462305986,LDA,5,10
GOOG,480,250,0.2746152833863307,0.4184305834526252,RF,5,10
GOOG,480,250,0.24106916334259898,0.29590393556663747,SVM,5,10
GOOG,480,250,0.1878941047714915,0.38249812156132823,RG,5,10
GOOG,480,250,0.1616387050330914,0.0840036439334723,KNN,10,10
GOOG,480,250,0.07648390971954155,0.12550027698374897,NB,10,10
GOOG,480,250,0.26648878763316564,0.1831401449815914,LDA,10,10
GOOG,480,250,0.21016030636901095,0.23974972481563273,RF,10,10
GOOG,480,250,0.2380419412346877,0.36541816387024995,SVM,10,10
GOOG,480,250,0.2349559353320494,0.49763312255078257,RG,10,10
GOOG,480,250,0.1887816296399012,0.05708863016956989,KNN,20,10
GOOG,480,250,0.07391359723139979,0.08481752985185705,NB,20,10
GOOG,480,250,0.27212989307885227,0.14382060087707063,LDA,20,10
GOOG,480,250,0.06789427255920266,0.16751733974157543,RF,20,10
GOOG,480,250,0.22018447853935497,0.47304626707631414,SVM,20,10
GOOG,480,250,0.20946690275687807,0.2175924932753246,RG,20,10
GOOG,480,250,0.30823731582153413,0.04001846470864589,KNN,3,20
GOOG,480,250,0.2371359975279297,0.12514324579735964,NB,3,20
GOOG,480,250,0.23925399570349692,0.08078894529482515,LDA,3,20
GOOG,480,250,0.32487856498704515,0.1684512003823375,RF,3,20
GOOG,480,250,0.2634236478773706,0.3235982295140775,SVM,3,20
GOOG,480,250,0.2504340169223982,0.6549092268195718,RG,3,20
GOOG,480,250,0.20846323838253156,0.03952039704733751,KNN,5,20
GOOG,480,250,0.17685092589697238,0.09812028404395257,NB,5,20
GOOG,480,250,0.1928561623592604,0.11522086794181398,LDA,5,20
GOOG,480,250,0.14267304145808124,0.059380050913754846,RF,5,20
GOOG,480,250,0.17541478407133582,0.09462544295488011,SVM,5,20
GOOG,480,250,0.2805996023817914,0.2986476524139203,RG,5,20
GOOG,480,250,0.11068778435012683,0.03716880706987391,KNN,10,20
GOOG,480,250,0.10131638906531948,0.05655115735648314,NB,10,20
GOOG,480,250,0.1632883319786198,0.10754321800938374,LDA,10,20
GOOG,480,250,0.1913908343248889,0.2036284774239275,RF,10,20
GOOG,480,250,0.18673021773993925,0.2805289454207421,SVM,10,20
GOOG,480,250,0.2214955083122343,0.17396622722576213,RG,10,20
GOOG,480,250,0.20974831831270002,0.049868764560366846,KNN,20,20
GOOG,480,250,0.2925500833836028,0.058695993797602604,NB,20,20
GOOG,480,250,0.21299406202009497,0.0848370624696987,LDA,20,20
GOOG,480,250,0.2071706686552477,0.22800723214033583,RF,20,20
GOOG,480,250,0.2127984156337026,0.30325625340492357,SVM,20,20
GOOG,480,250,0.19726771716569158,0.35796941109410846,RG,20,20
GOOG,960,250,0.5252807799440287,0.2924427624851196,KNN,3,1
GOOG,960,250,0.22219768721707545,0.46908459469208985,NB,3,1
GOOG,960,250,-0.06779976877823668,0.26489262125791735,LDA,3,1
GOOG,960,250,-0.10579752596128711,1.30933025386486,RF,3,1
GOOG,960,250,-0.0683235063240164,0.4940910676011844,SVM,3,1
GOOG,960,250,0.08381306471476102,0.48323219623734437,RG,3,1
GOOG,960,250,0.12293366480928469,0.13469243354506574,KNN,5,1
GOOG,960,250,0.24744912597515967,0.43129019552154335,NB,5,1
GOOG,960,250,-0.04304671068107746,0.5149395457948452,LDA,5,1
GOOG,960,250,-0.04494902831366454,0.7336098178400912,RF,5,1
GOOG,960,250,0.04363909815133038,0.7068895562827814,SVM,5,1
GOOG,960,250,-0.15237723203096254,0.5006706817950723,RG,5,1
GOOG,960,250,-0.02704582895329699,0.11216901650425926,KNN,10,1
GOOG,960,250,0.022552927964908154,0.2797880524957128,NB,10,1
GOOG,960,250,-0.042314823161201054,0.5496906147103847,LDA,10,1
GOOG,960,250,0.027237884975591653,1.1847660033201792,RF,10,1
GOOG,960,250,-0.13742650872333273,0.3430825042171332,SVM,10,1
GOOG,960,250,-0.11236710135563488,0.3451822193475796,RG,10,1
GOOG,960,250,-0.1016099250679855,0.22656198668982666,KNN,20,1
GOOG,960,250,-0.20662317904245764,0.2646574973219058,NB,20,1
GOOG,960,250,-0.04049617709198139,0.24367618874816158,LDA,20,1
GOOG,960,250,0.015162191781789902,0.16285199055915206,RF,20,1
GOOG,960,250,-0.02980977379758276,0.3824394823715057,SVM,20,1
GOOG,960,250,0.07174448669733846,0.2841604526752152,RG,20,1
GOOG,960,250,0.3962094976287902,0.2986319890764776,KNN,3,5
GOOG,960,250,0.2939776369571778,0.44153031927965564,NB,3,5
GOOG,960,250,0.19059882858641375,0.8666835830242587,LDA,3,5
GOOG,960,250,0.290962578982666,0.42042177345374226,RF,3,5
GOOG,960,250,0.22036477510159047,1.2480501882188162,SVM,3,5
GOOG,960,250,0.13569671960135787,2.243710437227317,RG,3,5
GOOG,960,250,0.6432244870873767,0.16829152691606591,KNN,5,5
GOOG,960,250,0.5621917862143586,0.6205577247976711,NB,5,5
GOOG,960,250,0.38234567440064526,1.220103950237761,LDA,5,5
GOOG,960,250,0.32617953821654977,1.458615291949714,RF,5,5
GOOG,960,250,0.47338989472101267,2.417692182748048,SVM,5,5
GOOG,960,250,0.19312197322219538,2.0390493556512737,RG,5,5
GOOG,960,250,-0.15769944875102548,0.20823231524671837,KNN,10,5
